account_id,status,ICP_fit_score,buy_upsell_propensity,priority_bucket,whitespace_flag,upcoming_launch_flag,service_penetration_score,existing_middle_office_flag,esg_policy_support_flag,current_aum_with_iqeq,total_fund_aum,yoy_revenue_growth,historic_win_rate,avg_deal_size_eur
ACC_FR_0124,prospect,0.6831141786680757,0.9662283573361513,A,False,1,0.0,0,0,0,1722123187,-0.104,1.0,1046512.3333333334
ACC_FR_0053,prospect,0.9819016157839986,0.9638032315679971,A,False,1,0.0,0,0,0,2900831041,0.101,0.3333333333333333,3006174.5
ACC_IT_0054,prospect,0.9812793718743245,0.9625587437486491,A,False,1,0.0,0,0,0,1893648186,0.287,0.25,3067839.4
ACC_NL_0028,prospect,0.9811708633768408,0.9623417267536816,A,False,1,0.0,0,0,0,1798464465,0.092,0.25,682238.5714285715
ACC_LU_0015,prospect,0.9809148635161808,0.9618297270323619,A,False,1,0.0,0,1,0,835604960,0.11,0.5,3135536.8571428573
ACC_NL_0080,prospect,0.6803531511851932,0.9607063023703863,A,False,1,0.0,0,0,0,421699450,-0.147,0.75,2682607.0
ACC_IT_0100,prospect,0.6803295520563755,0.9606591041127509,A,False,1,0.0,0,1,0,238425331,0.125,0.5,658077.8888888889
ACC_NL_0023,prospect,0.6794734457230671,0.9589468914461342,A,False,1,0.0,0,0,0,2573797617,0.129,0.5,722248.1666666666
ACC_LU_0148,client,0.6791756822579177,0.9583513645158354,A,True,1,0.078,0,0,153680438,1982382100,0.136,0.6,911140.6666666666
ACC_FR_0146,prospect,0.6789631670831708,0.9579263341663418,A,False,1,0.0,0,0,0,1298172795,0.248,0.75,2488987.6666666665
ACC_FR_0110,client,0.6769324667171996,0.9538649334343994,A,True,1,0.144,0,0,359285484,2489054307,-0.135,1.0,678478.0
ACC_NL_0114,prospect,0.9768767856424896,0.9537535712849792,A,False,1,0.0,0,1,0,979454239,0.043,0.5,1377747.8
ACC_LU_0150,client,0.676865424663916,0.9537308493278319,A,True,1,0.008,0,1,17886214,2121387389,0.022,1.0,2328958.75
ACC_NL_0134,client,0.6757043043216029,0.9514086086432056,A,True,1,0.465,0,1,128213546,275832735,0.004,0.625,791030.7272727273
ACC_IT_0064,client,0.6752852235766943,0.9505704471533886,A,False,1,0.554,0,0,1013232473,1827934696,0.043,0.8,736801.375
ACC_NL_0027,prospect,0.9729049953227404,0.945809990645481,A,False,1,0.0,0,0,0,1575339515,-0.064,0.5,2953714.5
ACC_NL_0033,prospect,0.9727100498595891,0.9454200997191782,A,False,1,0.0,0,1,0,2002900995,0.275,0.6666666666666666,1045019.5714285715
ACC_NL_0145,client,0.6716568633072987,0.9433137266145973,A,True,1,0.002,0,1,4043195,1974685546,0.136,0.6666666666666666,1154137.3333333333
ACC_LU_0013,prospect,0.9707085376502351,0.9414170753004705,A,False,1,0.0,0,0,0,2824033626,0.284,0.5,3680755.75
ACC_FR_0017,prospect,0.670223371591233,0.940446743182466,A,False,1,0.0,0,1,0,1722725127,0.09,0.6666666666666666,572122.625
ACC_NL_0093,client,0.968497733955199,0.936995467910398,A,False,1,0.528,0,1,481010471,911364159,0.023,0.42857142857142855,833971.6666666666
ACC_FR_0031,prospect,0.6674932527493531,0.9349865054987063,A,False,1,0.0,0,0,0,545948859,-0.159,0.0,2454907.8
ACC_LU_0046,client,0.6670559642728244,0.9341119285456488,A,True,1,0.094,0,1,125876717,1332249211,-0.073,0.6,604197.5
ACC_IT_0126,client,0.6670058721548769,0.9340117443097539,A,True,1,0.18,0,0,505964598,2814927248,-0.077,0.0,2429083.8571428573
ACC_NL_0143,client,0.6657449495980267,0.9314898991960533,A,True,1,0.343,0,1,712027889,2078092888,0.026,0.6666666666666666,2720157.714285714
ACC_NL_0111,client,0.6643274354707507,0.9286548709415015,A,True,1,0.118,0,0,307362974,2603487807,0.173,1.0,709093.75
ACC_LU_0070,prospect,0.6634552816171908,0.9269105632343815,A,False,1,0.0,0,1,0,2543154690,0.128,0.6666666666666666,2586958.6666666665
ACC_LU_0035,prospect,0.6620367827921305,0.9240735655842609,A,False,1,0.0,0,1,0,1966567685,-0.038,0.6666666666666666,516536.5
ACC_NL_0058,prospect,0.6615451994141663,0.9230903988283327,A,False,1,0.0,0,1,0,1984245495,0.018,0.6666666666666666,797023.75
ACC_FR_0059,prospect,0.9594832317096054,0.9189664634192107,A,False,1,0.0,0,1,0,1915571538,0.195,0.25,2881883.8333333335
ACC_NL_0006,prospect,0.9560108240849692,0.9120216481699382,A,False,1,0.0,0,1,0,2767968241,0.027,0.5,469262.0
ACC_NL_0112,prospect,0.6548716968127806,0.9097433936255611,A,False,1,0.0,0,0,0,1171062972,0.276,0.5,735842.2
ACC_FR_0002,prospect,0.6526791758744852,0.9053583517489705,A,False,1,0.0,0,0,0,2849516729,0.262,0.5,3188661.5
ACC_FR_0020,prospect,0.9525061113759574,0.9050122227519148,A,False,1,0.0,0,0,0,2627870721,0.217,0.0,722216.0
ACC_LU_0144,client,0.6504231131904961,0.900846226380992,A,True,1,0.342,0,0,1008068808,2950763646,-0.192,0.6666666666666666,3097655.0
ACC_FR_0019,prospect,0.6496814396980897,0.8993628793961794,A,False,1,0.0,0,1,0,438841962,-0.178,0.2,3249574.5
ACC_LU_0105,prospect,0.6490585036228183,0.8981170072456365,A,False,1,0.0,0,1,0,1050756192,0.091,1.0,1957873.3333333333
ACC_IT_0140,client,0.6473378249152462,0.8946756498304923,A,True,1,0.38,0,0,963504553,2534514392,0.093,0.4,1072911.4
ACC_IT_0040,prospect,0.6468710772435805,0.893742154487161,A,False,1,0.0,0,0,0,1481675091,0.082,0.5,478562.25
ACC_IT_0048,client,0.9437078734885,0.887415746977,A,True,1,0.083,1,0,103245008,1239576278,0.027,0.5714285714285714,2288725.5555555555
ACC_FR_0139,client,0.6433142380489962,0.8866284760979924,A,False,1,0.972,0,0,912613162,938823419,0.041,1.0,3123754.8
ACC_NL_0061,client,0.6402897229693236,0.8805794459386471,A,False,1,0.703,0,0,380825383,542024495,0.23,0.5,3426117.5
ACC_LU_0123,prospect,0.939886204087147,0.8797724081742941,A,False,1,0.0,0,1,0,2151456662,0.081,0.5,1071022.0
ACC_FR_0043,client,0.6397730678515768,0.8795461357031537,A,True,1,0.155,0,1,324109003,2090085953,0.062,0.75,3208328.8
ACC_IT_0142,client,0.63776242117484,0.87552484234968,A,True,1,0.279,0,1,478932651,1713789336,0.279,0.6666666666666666,789866.2
ACC_IT_0091,client,0.9329719641799548,0.8659439283599094,A,True,1,0.296,0,1,475334799,1607357253,0.077,0.25,2976013.4
ACC_NL_0037,client,0.932625800870317,0.8652516017406342,A,False,1,0.852,0,0,305690502,358646092,-0.058,0.25,2848801.6
ACC_LU_0094,client,0.9311311017823833,0.8622622035647669,A,False,1,0.788,0,0,1323494128,1678833343,0.244,0.75,767742.6
ACC_NL_0008,client,0.6262600852891498,0.8525201705782995,A,True,1,0.13,0,1,199606987,1533087657,0.298,0.0,862115.7142857143
ACC_LU_0089,client,0.6259988973163781,0.8519977946327563,A,False,1,0.66,0,1,1519499712,2301657916,-0.171,0.8,992360.0
ACC_LU_0137,client,0.6229544889389954,0.8459089778779908,A,True,1,0.373,0,0,1085177141,2906943386,0.069,0.2,801468.6666666666
ACC_FR_0138,client,0.6203927911545906,0.840785582309181,A,True,1,0.452,0,1,1239276897,2743328922,0.215,0.5,2960813.4
ACC_NL_0088,client,0.6185733146867776,0.8371466293735552,A,True,1,0.085,0,1,240478851,2836564236,-0.118,0.0,3254349.0
ACC_NL_0106,client,0.6185576700187075,0.8371153400374151,A,True,1,0.361,0,1,898199198,2486243896,0.214,1.0,816139.0
ACC_IT_0121,client,0.918544221161967,0.8370884423239342,A,False,1,0.541,0,1,674431637,1246651674,0.168,0.5,773651.25
ACC_NL_0041,prospect,0.9166393829646788,0.8332787659293577,A,False,1,0.0,0,0,0,2293822866,0.205,0.0,709538.5
ACC_IT_0117,client,0.6103677702290662,0.8207355404581325,A,False,1,0.87,0,0,967115200,1111081936,0.083,0.5,600135.0
ACC_NL_0068,client,0.907553220788351,0.8151064415767022,A,False,1,0.939,0,1,1441204856,1534887521,-0.19,0.6,707609.6
ACC_LU_0060,client,0.6070757334973952,0.8141514669947904,A,True,1,0.301,0,1,196695540,653651912,-0.189,0.6666666666666666,621252.75
ACC_IT_0103,prospect,0.603246109875107,0.8064922197502139,A,False,1,0.0,0,0,0,1115977691,-0.058,0.0,1424965.0
ACC_FR_0122,client,0.9001256863142804,0.8002513726285608,A,False,1,0.866,0,1,1708663165,1973157936,0.198,0.3333333333333333,757063.6
ACC_IT_0047,client,0.59977842577443,0.7995568515488599,A,False,1,0.503,0,1,169727136,337131728,-0.11,0.3333333333333333,848684.2
ACC_LU_0001,prospect,0.8995266703554503,0.7990533407109007,A,False,1,0.0,0,1,0,2839795749,0.242,0.0,1092686.0
ACC_LU_0011,client,0.8978046027897981,0.7956092055795961,A,False,1,0.693,0,0,718951883,1037413340,0.154,0.0,855129.5
ACC_IT_0119,client,0.597313351777285,0.7946267035545699,A,False,1,0.762,0,0,1414606775,1856558159,0.025,0.3333333333333333,708369.8
ACC_IT_0108,client,0.5952443872167557,0.7904887744335114,A,True,1,0.395,0,0,633602382,1604940498,0.012,0.3333333333333333,856690.25
ACC_NL_0129,client,0.8943073616998063,0.7886147233996125,A,True,1,0.115,1,1,96968211,845815600,-0.072,1.0,2883173.2
ACC_NL_0022,client,0.5889698989694108,0.7779397979388214,A,False,1,0.893,0,1,899572087,1007729916,0.182,1.0,2296779.0
ACC_LU_0135,client,0.8857798972636768,0.7715597945273537,A,False,1,0.886,0,1,689293989,777847321,0.138,0.5,763453.4
ACC_FR_0010,client,0.574073452482636,0.7481469049652719,A,True,1,0.37,0,1,1009573771,2731251881,-0.195,0.3333333333333333,793570.8
ACC_LU_0083,client,0.5736033779347858,0.7472067558695715,A,True,1,0.335,0,1,661375067,1976569615,0.02,0.0,2127047.5
ACC_NL_0071,client,0.872567200214271,0.7451344004285423,A,False,1,0.711,0,1,676415425,950842721,0.137,0.0,2736569.25
ACC_FR_0051,client,0.566215820406168,0.732431640812336,A,False,1,0.747,0,1,475673483,636753433,-0.147,0.5,1234317.75
ACC_FR_0132,client,0.565921613230054,0.731843226460108,A,True,1,0.324,0,1,420570829,1297186154,-0.14,0.25,1081173.25
ACC_NL_0038,client,0.8487482442675593,0.6974964885351189,B,True,1,0.121,1,0,240816409,1996786466,-0.045,1.0,704132.6666666666
ACC_LU_0024,client,0.8451765880973998,0.6903531761947995,B,True,1,0.149,1,0,37800861,254344345,0.153,0.8,874444.5
ACC_LU_0039,client,0.5410061253568297,0.6820122507136592,B,False,1,0.666,0,0,319936462,480731338,0.045,0.0,1048600.8333333333
ACC_IT_0133,client,0.8253057940539619,0.6506115881079236,B,False,1,0.586,0,1,1336842405,2281187843,-0.007,0.0,2973166.0
ACC_FR_0101,client,0.5214591376366907,0.6429182752733814,B,False,1,0.737,0,0,710396055,964087226,0.203,0.5,2809350.0
ACC_FR_0052,client,0.5190895258959705,0.638179051791941,B,True,1,0.006,1,0,9645854,1649690408,0.146,0.5,1102164.375
ACC_NL_0127,client,0.8136994619034914,0.6273989238069827,B,True,1,0.444,0,1,1187959292,2674201903,0.001,0.0,2853667.0
ACC_IT_0113,client,0.809158435602094,0.6183168712041882,B,True,1,0.121,1,0,155313068,1284997591,-0.014,0.0,431018.8333333333
ACC_NL_0050,prospect,0.5084233136729008,0.6168466273458016,B,False,1,0.0,0,1,0,2903486917,0.236,0.0,1162693.0
ACC_NL_0012,client,0.5081662891592879,0.6163325783185757,B,True,1,0.095,1,0,80325719,843054222,0.254,0.5,436274.3333333333
ACC_LU_0120,client,0.5052053558938249,0.6104107117876497,B,True,1,0.325,0,1,849595710,2612402102,0.005,0.0,3610864.0
ACC_LU_0021,client,0.4969615953940003,0.5939231907880006,B,True,1,0.283,0,1,788255200,2786087423,0.181,0.0,1770123.3333333333
ACC_FR_0069,client,0.48087646606189405,0.5617529321237881,B,True,1,0.344,1,0,226039690,657383762,-0.03,0.5,890840.5555555555
ACC_LU_0085,client,0.47918319234200935,0.5583663846840187,B,True,1,0.372,1,0,129301783,347178198,-0.124,0.16666666666666666,772898.375
ACC_LU_0125,client,0.4776508742773535,0.5553017485547069,B,True,1,0.053,1,1,93740004,1772881191,0.248,0.5,2830661.6666666665
ACC_NL_0029,client,0.7770381083364883,0.5540762166729766,B,False,1,0.571,1,0,927784010,1625444679,0.138,1.0,646819.6
ACC_NL_0081,client,0.7671490918114825,0.5342981836229649,B,False,1,0.947,1,0,2243643940,2368253147,0.115,0.5,671169.8888888889
ACC_NL_0073,client,0.7669361615681329,0.5338723231362658,B,False,1,0.667,1,1,1516110902,2272837475,-0.15,0.5714285714285714,1738178.2
ACC_NL_0082,client,0.7668537375577411,0.5337074751154821,B,True,1,0.157,1,1,430561061,2741858734,0.166,0.3333333333333333,2329632.8
ACC_NL_0077,client,0.45445256092361597,0.5089051218472319,B,True,1,0.258,1,1,193334984,749877352,0.239,0.5,2681644.8571428573
ACC_IT_0045,client,0.7389641519942494,0.4779283039884988,B,True,1,0.295,1,1,477784040,1616966965,-0.146,0.3333333333333333,944238.0
ACC_LU_0087,client,0.43654173901861926,0.47308347803723855,B,False,1,0.795,1,0,2043676371,2571932390,-0.195,0.8571428571428571,964314.125
ACC_IT_0062,client,0.4333571674192218,0.46671433483844366,B,False,1,0.569,1,0,389422911,683881418,0.115,0.5,2280282.8333333335
ACC_IT_0102,client,0.42676462738975446,0.4535292547795089,B,False,1,0.894,0,1,1556357130,1740231957,0.098,0.0,2499232.0
ACC_FR_0095,client,0.42405284631525386,0.4481056926305077,B,True,1,0.197,1,0,251170624,1273066546,0.163,0.5,3130035.5
ACC_LU_0007,client,0.7175509023647848,0.4351018047295695,B,True,1,0.119,1,1,243361449,2053469123,0.191,1.0,845880.0
ACC_FR_0104,client,0.4043513979714286,0.40870279594285724,B,False,1,0.672,0,1,1461251072,2173077957,-0.076,0.0,1629547.0
ACC_LU_0072,client,0.3954647535599719,0.39092950711994384,C,False,1,0.796,0,1,1775254196,2230295433,0.111,0.0,3550699.0
ACC_IT_0030,client,0.38036085423735333,0.3607217084747066,C,False,1,0.681,1,0,119427437,175290288,0.276,1.0,2770579.0
ACC_IT_0131,client,0.3791333236416988,0.3582666472833976,C,False,1,0.614,1,1,362942393,590654039,-0.005,1.0,851600.25
ACC_NL_0116,client,0.6596884750794014,0.319376950158803,C,False,1,0.894,1,1,215593681,241088035,0.044,0.75,752277.0
ACC_LU_0025,client,0.359305151089777,0.318610302179554,C,False,1,0.927,1,0,2768716998,2986085055,0.043,0.75,2998798.25
ACC_IT_0141,client,0.35809552292754165,0.31619104585508334,C,False,1,0.739,1,1,171420750,231905717,-0.139,0.5,765961.0
ACC_IT_0004,client,0.3519215948624595,0.30384318972491897,C,False,1,0.701,1,1,473331634,674971987,-0.07,0.75,3288063.6666666665
ACC_LU_0009,client,0.34529647808941977,0.29059295617883957,C,True,1,0.418,1,0,863371197,2063847088,-0.069,0.5,787558.75
ACC_IT_0005,client,0.344185371472993,0.2883707429459859,C,True,1,0.368,1,1,131817577,358277675,0.018,1.0,1280127.3333333333
ACC_LU_0036,client,0.3247412581380985,0.24948251627619705,C,False,1,0.952,1,0,290424612,305099858,0.283,1.0,1076011.0
ACC_NL_0044,client,0.31781536672907057,0.2356307334581411,C,False,1,0.907,1,0,1241360438,1368331004,0.251,1.0,3659984.25
ACC_FR_0086,client,0.3146592276724187,0.22931845534483739,C,True,1,0.228,1,1,301883514,1322994407,0.029,0.0,2750110.6
ACC_IT_0099,client,0.3125993356092395,0.22519867121847906,C,False,1,0.987,1,0,2178087444,2206876814,0.113,1.0,950366.75
ACC_LU_0107,client,0.3120184037549489,0.22403680750989777,C,False,1,0.889,1,0,249103932,280361650,0.063,0.3333333333333333,957996.4
ACC_LU_0042,client,0.30060557365183377,0.2012111473036675,C,True,1,0.426,1,1,578917692,1358907175,-0.088,0.0,1958788.5
ACC_LU_0018,client,0.2998368772579241,0.19967375451584818,C,False,1,0.93,1,1,1452115219,1560865493,0.065,1.0,1267311.0
ACC_NL_0136,client,0.5989211232193448,0.19784224643868964,C,False,1,0.785,1,1,1341657480,1708651605,0.118,0.3333333333333333,620922.3333333334
ACC_LU_0055,client,0.2978615740003985,0.19572314800079688,C,False,1,0.69,1,1,1417882647,2054029114,-0.193,0.0,3816926.0
ACC_LU_0096,client,0.2868001384750407,0.17360027695008134,C,False,1,0.992,1,0,461657656,465416373,0.061,0.16666666666666666,266791.4285714286
ACC_IT_0128,client,0.5866127096741244,0.17322541934824875,C,False,1,0.862,1,1,198644198,230452567,0.23,0.25,2153348.0
ACC_LU_0079,client,0.2765392308143727,0.15307846162874533,C,False,1,0.706,1,1,1442132053,2041509081,0.221,0.25,750623.4
ACC_LU_0026,client,0.25602031291498584,0.11204062582997165,C,False,1,0.867,1,1,2213083227,2552931217,-0.11,0.3333333333333333,1111674.8
ACC_NL_0149,client,0.25584906855734074,0.11169813711468148,C,False,1,0.813,1,1,913309870,1123684723,0.184,0.6666666666666666,727419.0
ACC_LU_0066,client,0.24744897039838465,0.0948979407967693,C,False,1,0.714,1,1,1082088659,1514914337,-0.168,0.0,2080276.0
ACC_FR_0074,client,0.23780276316656668,0.07560552633313335,C,False,1,0.994,1,0,1298212447,1306354649,-0.191,0.0,1004110.0
ACC_FR_0084,client,0.0223903818903737,0.0447807637807474,C,False,0,0.769,0,0,1004107016,1305674532,-0.029,0.75,3169324.6
ACC_FR_0034,client,0.015210788833451956,0.030421577666903912,C,False,0,0.734,0,1,1631277044,2221481130,-0.094,0.25,2157961.0
ACC_FR_0076,client,0.00032535765114961846,0.0006507153022992369,C,False,0,0.894,1,1,2237083926,2501051196,0.109,0.0,777744.3333333334
