opportunity_id,account_id,deal_size_eur,open_date,status,close_date
OPP-0000064,ACME-EU-90016,1400523.9750965787,2026-02-23,lost,2026-04-08
OPP-0000065,ACME-EU-90017,741732.9610033941,2025-12-16,won,2026-01-30
OPP-0000066,ACME-EU-90017,388253.55154140544,2025-12-14,open,
OPP-0000067,ACME-EU-90017,140027.71253171307,2026-01-28,won,2026-03-04
OPP-0000068,ACME-EU-90017,687239.9247983258,2025-08-08,lost,2025-09-03
OPP-0000069,ACME-EU-90018,743799.1313093601,2025-05-30,open,
OPP-0000070,ACME-EU-90018,984805.0596789999,2025-05-15,lost,2025-06-21
OPP-0000071,ACME-EU-90018,1335007.3433656234,2026-01-19,open,
OPP-0000072,ACME-EU-90018,217587.3129126207,2025-08-23,won,2025-10-05
OPP-0000073,ACME-EU-90019,628068.9431106085,2025-10-16,open,
OPP-0000074,ACME-EU-90019,446675.11485227605,2025-06-10,lost,2025-07-21
OPP-0000075,ACME-EU-90019,1321711.487643272,2025-11-21,won,2025-12-20
OPP-0000076,ACME-EU-90019,1175454.920386761,2025-08-15,lost,2025-10-06
OPP-0000077,ACME-EU-90020,1379514.1660096264,2026-01-05,lost,2026-02-07
OPP-0000078,ACME-EU-90020,473013.44388264837,2025-05-26,lost,2025-06-21
OPP-0000079,ACME-EU-90020,93426.00926345952,2025-08-12,open,
OPP-0000080,ACME-EU-90020,125999.6391337809,2026-03-04,open,
OPP-0000081,ACME-EU-90021,940591.8897727604,2025-06-13,lost,2025-06-26
OPP-0000082,ACME-EU-90021,1761339.6902435452,2025-06-18,open,
OPP-0000083,ACME-EU-90021,1101356.5124728403,2025-08-29,open,
OPP-0000084,ACME-EU-90021,1074711.902175685,2025-05-06,lost,2025-06-27
OPP-0000085,ACME-EU-90022,1111241.2376323252,2025-12-26,lost,2026-01-21
OPP-0000086,ACME-EU-90022,1057017.006669796,2026-03-05,open,
OPP-0000087,ACME-EU-90022,1778387.1010711305,2025-09-16,open,
OPP-0000088,ACME-EU-90022,849879.0772046873,2025-04-17,lost,2025-05-02
OPP-0000089,ACME-EU-90023,1648067.5234641973,2025-06-27,lost,2025-07-10
OPP-0000090,ACME-EU-90023,1672823.1585077757,2025-09-19,open,
OPP-0000091,ACME-EU-90023,1208652.9336978626,2025-12-12,won,2026-02-04
OPP-0000092,ACME-EU-90023,436912.52353467303,2025-06-01,won,2025-06-16
OPP-0000093,ACME-EU-90024,1561843.3442692575,2025-08-09,lost,2025-09-29
OPP-0000094,ACME-EU-90024,60591.04747081137,2025-06-02,lost,2025-06-25
OPP-0000095,ACME-EU-90024,152855.3698901675,2025-10-04,won,2025-11-23
OPP-0000096,ACME-EU-90024,1183242.3405467635,2025-10-09,lost,2025-11-29
OPP-0000097,ACME-EU-90025,541348.2252539897,2025-09-26,lost,2025-10-27
OPP-0000098,ACME-EU-90025,565135.2778989533,2025-12-08,lost,2026-02-02
OPP-0000099,ACME-EU-90025,135825.84683344504,2025-06-08,lost,2025-07-24
OPP-0000100,ACME-EU-90025,1798800.6902697675,2025-06-01,lost,2025-07-07
OPP-0000101,ACME-EU-90026,1137024.6409576028,2025-06-03,open,
OPP-0000102,ACME-EU-90026,96024.27670952358,2025-11-06,won,2025-12-27
OPP-0000103,ACME-EU-90026,1166676.0362186,2025-07-27,open,
OPP-0000104,ACME-EU-90026,1420871.0215176975,2025-08-21,won,2025-09-19
OPP-0000105,ACME-EU-90027,1443773.3613529534,2025-09-15,won,2025-10-16
OPP-0000106,ACME-EU-90027,919762.7054203554,2025-08-24,open,
OPP-0000107,ACME-EU-90027,878884.8469780692,2025-11-23,open,
OPP-0000108,ACME-EU-90027,589551.3108698768,2025-12-13,open,
OPP-0000109,ACME-EU-90028,1891618.1077546962,2025-06-02,open,
OPP-0000110,ACME-EU-90028,1589442.9204299892,2026-01-17,lost,2026-03-03
OPP-0000111,ACME-EU-90028,1984201.5533516728,2026-01-26,lost,2026-02-21
OPP-0000112,ACME-EU-90028,1820419.9847833908,2025-05-23,won,2025-06-04
OPP-0000113,ACME-EU-90029,844485.6425839612,2025-08-01,won,2025-09-04
OPP-0000114,ACME-EU-90029,901690.5524033324,2025-12-18,open,
OPP-0000115,ACME-EU-90029,1265952.4901529257,2025-05-07,lost,2025-07-04
OPP-0000116,ACME-EU-90029,682361.3374321129,2026-02-04,won,2026-02-19
OPP-0000117,ACME-EU-90030,113542.94126192003,2025-12-08,open,
OPP-0000118,ACME-EU-90030,370613.46292052115,2025-10-02,lost,2025-11-17
OPP-0000119,ACME-EU-90030,1134788.1177316392,2025-10-12,won,2025-10-22
OPP-0000120,ACME-EU-90030,1097237.5631189442,2025-09-09,lost,2025-10-22
OPP-0000121,ACME-EU-90031,1945028.906355808,2026-03-04,won,2026-04-23
OPP-0000122,ACME-EU-90031,1086634.7497552773,2026-02-21,lost,2026-04-01
OPP-0000123,ACME-EU-90031,1351568.4201557718,2025-06-06,open,
OPP-0000124,ACME-EU-90031,578965.8364958278,2025-05-31,won,2025-06-10
OPP-0000125,ACME-EU-90032,816297.9730090594,2025-05-13,lost,2025-06-21
OPP-0000126,ACME-EU-90032,186946.15794371383,2026-02-14,won,2026-03-28
OPP-0000127,ACME-EU-90032,915504.915828508,2025-09-29,open,
OPP-0000128,ACME-EU-90032,437684.2210056,2025-05-14,won,2025-06-10
OPP-0000129,ACME-EU-90033,172061.65554618335,2025-09-28,open,
OPP-0000130,ACME-EU-90033,1596963.268678988,2025-10-09,lost,2025-11-06
OPP-0000131,ACME-EU-90033,323937.2257356405,2025-12-20,lost,2026-02-05
OPP-0000132,ACME-EU-90033,1791662.7302613296,2025-08-20,lost,2025-08-31
OPP-0000133,ACME-EU-90034,405944.1790213416,2025-07-27,won,2025-09-04
OPP-0000134,ACME-EU-90034,1631259.580835247,2026-01-22,open,
OPP-0000135,ACME-EU-90034,1759819.0511641537,2025-07-11,lost,2025-07-28
OPP-0000136,ACME-EU-90034,67288.52397498689,2025-06-04,open,
OPP-0000137,ACME-EU-90035,1254029.5986903452,2025-04-14,open,
OPP-0000138,ACME-EU-90035,1629136.5011800595,2025-06-14,open,
OPP-0000139,ACME-EU-90035,1859527.9741676378,2025-12-22,won,2026-01-04
OPP-0000140,ACME-EU-90035,1186987.536554551,2025-09-02,open,
OPP-0000141,ACME-EU-90036,1577827.634038874,2025-06-29,open,
OPP-0000142,ACME-EU-90036,1034124.0810138456,2025-07-30,open,
OPP-0000143,ACME-EU-90036,1178457.2484912956,2025-09-17,lost,2025-10-11
OPP-0000144,ACME-EU-90036,509524.6121218134,2025-07-12,won,2025-08-12
OPP-0000145,ACME-EU-90037,884898.545433327,2025-09-06,lost,2025-10-12
OPP-0000146,ACME-EU-90037,1317693.1715831214,2025-06-30,won,2025-07-21
OPP-0000147,ACME-EU-90037,600759.6463524161,2025-06-20,lost,2025-07-11
OPP-0000148,ACME-EU-90037,905081.4374999972,2025-12-04,open,
OPP-0000149,ACME-EU-90038,1892560.0595244,2025-10-02,lost,2025-10-16
OPP-0000150,ACME-EU-90038,258436.0773461173,2025-04-16,lost,2025-05-13
OPP-0000151,ACME-EU-90038,831219.2826827657,2025-11-20,won,2026-01-10
OPP-0000152,ACME-EU-90038,1599914.3922557817,2025-10-06,won,2025-12-01
OPP-0000153,ACME-EU-90039,250460.27436637168,2025-07-04,lost,2025-08-08
OPP-0000154,ACME-EU-90039,1129499.474503933,2025-10-23,open,
OPP-0000155,ACME-EU-90039,734253.832834341,2025-05-14,won,2025-06-28
OPP-0000156,ACME-EU-90039,1080621.9388008714,2025-11-13,open,
OPP-0000157,ACME-EU-90040,690381.3512059086,2025-09-21,won,2025-10-30
OPP-0000158,ACME-EU-90040,199387.6034533059,2025-06-20,lost,2025-07-16
OPP-0000159,ACME-EU-90040,1794711.9538792465,2026-01-25,lost,2026-02-08
OPP-0000160,ACME-EU-90040,1967971.385434301,2025-06-07,won,2025-08-03
OPP-0000161,ACME-EU-90041,880689.89413441,2025-12-19,won,2026-01-31
OPP-0000162,ACME-EU-90041,1425179.6855393394,2025-11-22,lost,2025-12-07
OPP-0000163,ACME-EU-90041,871755.5844312463,2025-10-07,won,2025-10-18
OPP-0000164,ACME-EU-90041,1538433.7529220684,2025-10-09,open,
OPP-0000165,ACME-EU-90042,1605238.4856284505,2025-09-22,won,2025-10-07
OPP-0000166,ACME-EU-90042,650559.4372556802,2026-02-09,lost,2026-02-22
OPP-0000167,ACME-EU-90042,134676.12611368348,2025-07-25,open,
OPP-0000168,ACME-EU-90042,1990944.7822565748,2026-02-06,lost,2026-04-01
OPP-0000169,ACME-EU-90043,1422375.7220365184,2025-07-28,lost,2025-09-22
OPP-0000170,ACME-EU-90043,1458651.9807309725,2025-07-09,won,2025-08-11
OPP-0000171,ACME-EU-90043,1319930.0988715698,2025-10-05,lost,2025-10-20
OPP-0000172,ACME-EU-90043,177708.85975050533,2025-05-07,open,
OPP-0000173,ACME-EU-90044,151450.39537800048,2025-04-27,won,2025-05-19
OPP-0000174,ACME-EU-90044,1005235.2207740386,2025-05-07,won,2025-06-13
OPP-0000175,ACME-EU-90044,1621589.0062017834,2026-01-29,lost,2026-02-19
OPP-0000176,ACME-EU-90044,1959279.70136861,2026-02-28,lost,2026-03-31
OPP-0000177,ACME-EU-90045,1185006.294591766,2025-09-01,won,2025-10-07
OPP-0000178,ACME-EU-90045,232109.59704664227,2025-12-29,lost,2026-01-25
OPP-0000179,ACME-EU-90045,732353.9766960146,2025-12-19,lost,2026-02-10
OPP-0000180,ACME-EU-90045,1888675.4217440083,2025-09-26,won,2025-10-27
OPP-0000181,ACME-EU-90046,1328739.3348520556,2025-06-30,lost,2025-08-10
OPP-0000182,ACME-EU-90046,895221.7176089635,2025-06-28,open,
OPP-0000183,ACME-EU-90046,1924779.3973039708,2025-11-22,won,2026-01-12
OPP-0000184,ACME-EU-90046,1521908.9926596293,2025-10-04,won,2025-12-01
OPP-0000185,ACME-EU-90047,370067.5284930746,2025-06-04,open,
OPP-0000186,ACME-EU-90047,329979.0828742966,2026-02-18,won,2026-03-19
OPP-0000187,ACME-EU-90047,1328250.907151476,2025-10-26,lost,2025-12-23
OPP-0000188,ACME-EU-90047,1960493.773868333,2025-08-06,open,
OPP-0000189,ACME-EU-90048,1630502.0844858252,2025-09-06,lost,2025-09-16
OPP-0000190,ACME-EU-90048,1446220.4508153873,2025-07-27,won,2025-08-06
OPP-0000191,ACME-EU-90048,1550994.4608545934,2026-02-23,lost,2026-04-23
OPP-0000192,ACME-EU-90048,367685.9645680941,2025-11-29,lost,2025-12-29
OPP-0000193,ACME-EU-90049,1003058.6258828369,2026-03-04,won,2026-04-15
OPP-0000194,ACME-EU-90049,1241757.1344106812,2025-10-31,won,2025-12-03
OPP-0000195,ACME-EU-90049,419245.19031444535,2025-12-04,lost,2026-01-10
OPP-0000196,ACME-EU-90049,155241.7835995059,2026-01-10,won,2026-02-09
OPP-0000197,ACME-EU-90050,560027.4714649686,2025-09-30,won,2025-11-17
OPP-0000198,ACME-EU-90050,1780854.4151235817,2025-11-05,open,
OPP-0000199,ACME-EU-90050,130460.29792735816,2026-01-02,lost,2026-02-05
OPP-0000200,ACME-EU-90050,611956.1094129467,2025-09-23,won,2025-10-26
