account_id,product_id,is_active,current_revenue_eur
ACME-EU-90011,P-005,False,0
ACME-EU-90011,P-006,True,36900
ACME-EU-90011,P-007,False,0
ACME-EU-90012,P-001,True,23890
ACME-EU-90012,P-002,True,32518
ACME-EU-90012,P-003,True,5233
ACME-EU-90012,P-004,False,0
ACME-EU-90012,P-005,True,8192
ACME-EU-90012,P-006,False,0
ACME-EU-90012,P-007,True,44897
ACME-EU-90013,P-001,True,31048
ACME-EU-90013,P-002,False,0
ACME-EU-90013,P-003,False,0
ACME-EU-90013,P-004,False,0
ACME-EU-90013,P-005,True,49182
ACME-EU-90013,P-006,False,0
ACME-EU-90013,P-007,False,0
ACME-EU-90014,P-001,True,6747
ACME-EU-90014,P-002,False,0
ACME-EU-90014,P-003,False,0
ACME-EU-90014,P-004,False,0
ACME-EU-90014,P-005,False,0
ACME-EU-90014,P-006,True,48436
ACME-EU-90014,P-007,False,0
ACME-EU-90015,P-001,False,0
ACME-EU-90015,P-002,True,23510
ACME-EU-90015,P-003,False,0
ACME-EU-90015,P-004,True,10973
ACME-EU-90015,P-005,False,0
ACME-EU-90015,P-006,False,0
ACME-EU-90015,P-007,True,22946
ACME-EU-90016,P-001,False,0
ACME-EU-90016,P-002,False,0
ACME-EU-90016,P-003,True,13295
ACME-EU-90016,P-004,True,24274
ACME-EU-90016,P-005,False,0
ACME-EU-90016,P-006,True,46184
ACME-EU-90016,P-007,False,0
ACME-EU-90017,P-001,True,9224
ACME-EU-90017,P-002,True,47057
ACME-EU-90017,P-003,False,0
ACME-EU-90017,P-004,False,0
ACME-EU-90017,P-005,False,0
ACME-EU-90017,P-006,False,0
ACME-EU-90017,P-007,False,0
ACME-EU-90018,P-001,True,30471
ACME-EU-90018,P-002,True,10407
ACME-EU-90018,P-003,False,0
ACME-EU-90018,P-004,True,9237
ACME-EU-90018,P-005,False,0
ACME-EU-90018,P-006,False,0
ACME-EU-90018,P-007,True,5772
ACME-EU-90019,P-001,False,0
ACME-EU-90019,P-002,False,0
ACME-EU-90019,P-003,False,0
ACME-EU-90019,P-004,False,0
ACME-EU-90019,P-005,False,0
ACME-EU-90019,P-006,True,47711
ACME-EU-90019,P-007,False,0
ACME-EU-90020,P-001,True,5688
ACME-EU-90020,P-002,False,0
ACME-EU-90020,P-003,False,0
ACME-EU-90020,P-004,False,0
ACME-EU-90020,P-005,False,0
ACME-EU-90020,P-006,False,0
ACME-EU-90020,P-007,False,0
ACME-EU-90021,P-001,False,0
ACME-EU-90021,P-002,False,0
ACME-EU-90021,P-003,False,0
ACME-EU-90021,P-004,False,0
ACME-EU-90021,P-005,False,0
ACME-EU-90021,P-006,False,0
ACME-EU-90021,P-007,True,41504
ACME-EU-90022,P-001,False,0
ACME-EU-90022,P-002,False,0
ACME-EU-90022,P-003,False,0
ACME-EU-90022,P-004,False,0
ACME-EU-90022,P-005,True,17328
ACME-EU-90022,P-006,True,21976
ACME-EU-90022,P-007,True,32821
ACME-EU-90023,P-001,False,0
ACME-EU-90023,P-002,False,0
ACME-EU-90023,P-003,False,0
ACME-EU-90023,P-004,False,0
ACME-EU-90023,P-005,False,0
ACME-EU-90023,P-006,True,27321
ACME-EU-90023,P-007,False,0
ACME-EU-90024,P-001,False,0
ACME-EU-90024,P-002,False,0
ACME-EU-90024,P-003,True,23807
ACME-EU-90024,P-004,False,0
ACME-EU-90024,P-005,False,0
ACME-EU-90024,P-006,False,0
ACME-EU-90024,P-007,False,0
ACME-EU-90025,P-001,False,0
ACME-EU-90025,P-002,False,0
ACME-EU-90025,P-003,True,16250
ACME-EU-90025,P-004,False,0
ACME-EU-90025,P-005,False,0
ACME-EU-90025,P-006,False,0
ACME-EU-90025,P-007,True,35593
ACME-EU-90026,P-001,False,0
ACME-EU-90026,P-002,True,21997
ACME-EU-90026,P-003,False,0
ACME-EU-90026,P-004,False,0
ACME-EU-90026,P-005,False,0
ACME-EU-90026,P-006,True,9499
ACME-EU-90026,P-007,True,48134
ACME-EU-90027,P-001,False,0
ACME-EU-90027,P-002,False,0
ACME-EU-90027,P-003,False,0
ACME-EU-90027,P-004,False,0
ACME-EU-90027,P-005,False,0
ACME-EU-90027,P-006,False,0
ACME-EU-90027,P-007,True,9126
ACME-EU-90028,P-001,False,0
ACME-EU-90028,P-002,False,0
ACME-EU-90028,P-003,True,47578
ACME-EU-90028,P-004,False,0
ACME-EU-90028,P-005,True,46891
ACME-EU-90028,P-006,False,0
ACME-EU-90028,P-007,False,0
ACME-EU-90029,P-001,True,38166
ACME-EU-90029,P-002,False,0
ACME-EU-90029,P-003,False,0
ACME-EU-90029,P-004,False,0
ACME-EU-90029,P-005,False,0
ACME-EU-90029,P-006,False,0
ACME-EU-90029,P-007,False,0
ACME-EU-90030,P-001,False,0
ACME-EU-90030,P-002,False,0
ACME-EU-90030,P-003,True,22849
ACME-EU-90030,P-004,False,0
ACME-EU-90030,P-005,True,28099
ACME-EU-90030,P-006,True,31158
ACME-EU-90030,P-007,False,0
ACME-EU-90031,P-001,False,0
ACME-EU-90031,P-002,True,45846
ACME-EU-90031,P-003,False,0
ACME-EU-90031,P-004,False,0
ACME-EU-90031,P-005,False,0
ACME-EU-90031,P-006,False,0
ACME-EU-90031,P-007,False,0
ACME-EU-90032,P-001,False,0
ACME-EU-90032,P-002,True,19861
ACME-EU-90032,P-003,False,0
ACME-EU-90032,P-004,True,23234
ACME-EU-90032,P-005,False,0
ACME-EU-90032,P-006,False,0
ACME-EU-90032,P-007,False,0
ACME-EU-90033,P-001,False,0
ACME-EU-90033,P-002,False,0
ACME-EU-90033,P-003,False,0
ACME-EU-90033,P-004,True,23010
ACME-EU-90033,P-005,False,0
ACME-EU-90033,P-006,True,28776
ACME-EU-90033,P-007,False,0
ACME-EU-90034,P-001,False,0
ACME-EU-90034,P-002,False,0
ACME-EU-90034,P-003,False,0
ACME-EU-90034,P-004,False,0
ACME-EU-90034,P-005,True,46608
ACME-EU-90034,P-006,False,0
ACME-EU-90034,P-007,True,36293
ACME-EU-90035,P-001,True,12479
ACME-EU-90035,P-002,True,18252
ACME-EU-90035,P-003,False,0
ACME-EU-90035,P-004,False,0
ACME-EU-90035,P-005,False,0
ACME-EU-90035,P-006,False,0
ACME-EU-90035,P-007,False,0
ACME-EU-90036,P-001,False,0
ACME-EU-90036,P-002,True,22753
ACME-EU-90036,P-003,True,20104
ACME-EU-90036,P-004,True,34108
ACME-EU-90036,P-005,False,0
ACME-EU-90036,P-006,True,16967
ACME-EU-90036,P-007,False,0
ACME-EU-90037,P-001,True,25395
ACME-EU-90037,P-002,True,17589
ACME-EU-90037,P-003,False,0
ACME-EU-90037,P-004,False,0
ACME-EU-90037,P-005,True,10993
ACME-EU-90037,P-006,True,47323
ACME-EU-90037,P-007,False,0
ACME-EU-90038,P-001,False,0
ACME-EU-90038,P-002,False,0
ACME-EU-90038,P-003,True,44449
ACME-EU-90038,P-004,False,0
ACME-EU-90038,P-005,True,23506
ACME-EU-90038,P-006,False,0
ACME-EU-90038,P-007,False,0
ACME-EU-90039,P-001,False,0
ACME-EU-90039,P-002,False,0
ACME-EU-90039,P-003,False,0
ACME-EU-90039,P-004,False,0
ACME-EU-90039,P-005,False,0
ACME-EU-90039,P-006,False,0
ACME-EU-90039,P-007,True,6656
ACME-EU-90040,P-001,True,5615
ACME-EU-90040,P-002,True,36127
ACME-EU-90040,P-003,False,0
ACME-EU-90040,P-004,False,0
ACME-EU-90040,P-005,False,0
ACME-EU-90040,P-006,False,0
ACME-EU-90040,P-007,False,0
ACME-EU-90041,P-001,False,0
ACME-EU-90041,P-002,False,0
ACME-EU-90041,P-003,True,14227
ACME-EU-90041,P-004,True,17362
ACME-EU-90041,P-005,True,44519
ACME-EU-90041,P-006,False,0
ACME-EU-90041,P-007,True,17090
ACME-EU-90042,P-001,True,27417
ACME-EU-90042,P-002,False,0
ACME-EU-90042,P-003,False,0
ACME-EU-90042,P-004,False,0
ACME-EU-90042,P-005,False,0
ACME-EU-90042,P-006,False,0
ACME-EU-90042,P-007,True,40631
ACME-EU-90043,P-001,False,0
ACME-EU-90043,P-002,False,0
ACME-EU-90043,P-003,False,0
ACME-EU-90043,P-004,False,0
ACME-EU-90043,P-005,False,0
ACME-EU-90043,P-006,False,0
ACME-EU-90043,P-007,False,0
ACME-EU-90044,P-001,False,0
ACME-EU-90044,P-002,False,0
ACME-EU-90044,P-003,False,0
ACME-EU-90044,P-004,False,0
ACME-EU-90044,P-005,False,0
ACME-EU-90044,P-006,True,37687
ACME-EU-90044,P-007,False,0
ACME-EU-90045,P-001,False,0
ACME-EU-90045,P-002,False,0
ACME-EU-90045,P-003,True,28562
ACME-EU-90045,P-004,False,0
ACME-EU-90045,P-005,False,0
ACME-EU-90045,P-006,False,0
ACME-EU-90045,P-007,False,0
ACME-EU-90046,P-001,False,0
ACME-EU-90046,P-002,True,7063
ACME-EU-90046,P-003,False,0
ACME-EU-90046,P-004,False,0
ACME-EU-90046,P-005,True,31084
ACME-EU-90046,P-006,False,0
ACME-EU-90046,P-007,False,0
ACME-EU-90047,P-001,False,0
ACME-EU-90047,P-002,False,0
ACME-EU-90047,P-003,False,0
ACME-EU-90047,P-004,False,0
ACME-EU-90047,P-005,True,36342
ACME-EU-90047,P-006,False,0
ACME-EU-90047,P-007,False,0
ACME-EU-90048,P-001,False,0
ACME-EU-90048,P-002,False,0
ACME-EU-90048,P-003,False,0
ACME-EU-90048,P-004,True,41980
ACME-EU-90048,P-005,False,0
ACME-EU-90048,P-006,False,0
ACME-EU-90048,P-007,True,29692
ACME-EU-90049,P-001,False,0
ACME-EU-90049,P-002,False,0
ACME-EU-90049,P-003,False,0
ACME-EU-90049,P-004,True,19854
ACME-EU-90049,P-005,False,0
ACME-EU-90049,P-006,True,26651
ACME-EU-90049,P-007,False,0
ACME-EU-90050,P-001,False,0
ACME-EU-90050,P-002,True,21977
ACME-EU-90050,P-003,True,44073
ACME-EU-90050,P-004,True,31877
ACME-EU-90050,P-005,False,0
ACME-EU-90050,P-006,False,0
ACME-EU-90050,P-007,False,0
