account_id,product_id,has_product,current_revenue_eur,potential_revenue_bucket,whitespace_priority
ACME-EU-90008,PROD-08,True,307891.58,None,N/A
ACME-EU-90009,PROD-01,False,0.0,High,P1
ACME-EU-90009,PROD-02,True,287761.98,None,N/A
ACME-EU-90009,PROD-03,True,102135.36,None,N/A
ACME-EU-90009,PROD-04,True,289708.46,None,N/A
ACME-EU-90009,PROD-05,False,0.0,Medium,P3
ACME-EU-90009,PROD-06,False,0.0,Medium,P3
ACME-EU-90009,PROD-07,False,0.0,High,P2
ACME-EU-90009,PROD-08,True,78231.22,None,N/A
ACME-EU-90010,PROD-01,True,224451.66,None,N/A
ACME-EU-90010,PROD-02,True,95164.82,None,N/A
ACME-EU-90010,PROD-03,False,0.0,Medium,P2
ACME-EU-90010,PROD-04,False,0.0,Medium,P3
ACME-EU-90010,PROD-05,False,0.0,Low,P2
ACME-EU-90010,PROD-06,True,265189.7,None,N/A
ACME-EU-90010,PROD-07,True,263695.71,None,N/A
ACME-EU-90010,PROD-08,False,0.0,Low,P3
ACME-EU-90011,PROD-01,True,73812.93,None,N/A
ACME-EU-90011,PROD-02,False,0.0,Low,P1
ACME-EU-90011,PROD-03,False,0.0,Low,P3
ACME-EU-90011,PROD-04,True,352466.52,None,N/A
ACME-EU-90011,PROD-05,False,0.0,Medium,P2
ACME-EU-90011,PROD-06,True,432578.95,None,N/A
ACME-EU-90011,PROD-07,True,413755.45,None,N/A
ACME-EU-90011,PROD-08,False,0.0,Medium,P1
ACME-EU-90012,PROD-01,False,0.0,Low,P2
ACME-EU-90012,PROD-02,True,167353.72,None,N/A
ACME-EU-90012,PROD-03,True,356389.31,None,N/A
ACME-EU-90012,PROD-04,False,0.0,High,P1
ACME-EU-90012,PROD-05,False,0.0,Medium,P1
ACME-EU-90012,PROD-06,False,0.0,Medium,P2
ACME-EU-90012,PROD-07,True,371827.42,None,N/A
ACME-EU-90012,PROD-08,True,315197.14,None,N/A
ACME-EU-90013,PROD-01,False,0.0,High,P2
ACME-EU-90013,PROD-02,False,0.0,Medium,P3
ACME-EU-90013,PROD-03,True,373754.45,None,N/A
ACME-EU-90013,PROD-04,True,376205.38,None,N/A
ACME-EU-90013,PROD-05,True,417365.99,None,N/A
ACME-EU-90013,PROD-06,False,0.0,Medium,P1
ACME-EU-90013,PROD-07,True,483710.52,None,N/A
ACME-EU-90013,PROD-08,False,0.0,Medium,P2
ACME-EU-90014,PROD-01,False,0.0,Low,P2
ACME-EU-90014,PROD-02,False,0.0,High,P1
ACME-EU-90014,PROD-03,True,317218.83,None,N/A
ACME-EU-90014,PROD-04,False,0.0,Low,P1
ACME-EU-90014,PROD-05,False,0.0,High,P3
ACME-EU-90014,PROD-06,False,0.0,Medium,P1
ACME-EU-90014,PROD-07,True,77610.57,None,N/A
ACME-EU-90014,PROD-08,False,0.0,Low,P1
ACME-EU-90015,PROD-01,False,0.0,Low,P1
ACME-EU-90015,PROD-02,True,367427.74,None,N/A
ACME-EU-90015,PROD-03,False,0.0,High,P3
ACME-EU-90015,PROD-04,True,498640.67,None,N/A
ACME-EU-90015,PROD-05,False,0.0,Medium,P3
ACME-EU-90015,PROD-06,True,423178.85,None,N/A
ACME-EU-90015,PROD-07,False,0.0,Low,P1
ACME-EU-90015,PROD-08,True,147986.23,None,N/A
ACME-EU-90016,PROD-01,True,448563.65,None,N/A
ACME-EU-90016,PROD-02,True,222605.62,None,N/A
ACME-EU-90016,PROD-03,True,422871.79,None,N/A
ACME-EU-90016,PROD-04,False,0.0,Low,P2
ACME-EU-90016,PROD-05,True,387185.24,None,N/A
ACME-EU-90016,PROD-06,False,0.0,Medium,P2
ACME-EU-90016,PROD-07,True,315833.11,None,N/A
ACME-EU-90016,PROD-08,True,66784.07,None,N/A
ACME-EU-90017,PROD-01,False,0.0,High,P1
ACME-EU-90017,PROD-02,False,0.0,Medium,P3
ACME-EU-90017,PROD-03,False,0.0,High,P1
ACME-EU-90017,PROD-04,True,115946.93,None,N/A
ACME-EU-90017,PROD-05,False,0.0,Medium,P1
ACME-EU-90017,PROD-06,False,0.0,Medium,P1
ACME-EU-90017,PROD-07,False,0.0,Low,P1
ACME-EU-90017,PROD-08,False,0.0,Low,P3
ACME-EU-90018,PROD-01,False,0.0,High,P2
ACME-EU-90018,PROD-02,False,0.0,Medium,P3
ACME-EU-90018,PROD-03,True,399526.39,None,N/A
ACME-EU-90018,PROD-04,False,0.0,Medium,P1
ACME-EU-90018,PROD-05,True,53382.68,None,N/A
ACME-EU-90018,PROD-06,False,0.0,Low,P2
ACME-EU-90018,PROD-07,False,0.0,Low,P1
ACME-EU-90018,PROD-08,True,263180.06,None,N/A
ACME-EU-90019,PROD-01,False,0.0,Medium,P1
ACME-EU-90019,PROD-02,False,0.0,High,P3
ACME-EU-90019,PROD-03,False,0.0,High,P2
ACME-EU-90019,PROD-04,False,0.0,Medium,P1
ACME-EU-90019,PROD-05,True,396034.73,None,N/A
ACME-EU-90019,PROD-06,False,0.0,Low,P3
ACME-EU-90019,PROD-07,True,214679.5,None,N/A
ACME-EU-90019,PROD-08,False,0.0,High,P2
ACME-EU-90020,PROD-01,True,271667.94,None,N/A
ACME-EU-90020,PROD-02,True,430511.94,None,N/A
ACME-EU-90020,PROD-03,True,457153.83,None,N/A
ACME-EU-90020,PROD-04,True,128699.84,None,N/A
ACME-EU-90020,PROD-05,False,0.0,Low,P1
ACME-EU-90020,PROD-06,True,66566.09,None,N/A
ACME-EU-90020,PROD-07,False,0.0,Medium,P2
ACME-EU-90020,PROD-08,True,349551.21,None,N/A
ACME-EU-90021,PROD-01,True,442097.79,None,N/A
ACME-EU-90021,PROD-02,False,0.0,Medium,P2
ACME-EU-90021,PROD-03,True,461824.76,None,N/A
ACME-EU-90021,PROD-04,True,140253.28,None,N/A
ACME-EU-90021,PROD-05,True,140271.48,None,N/A
ACME-EU-90021,PROD-06,False,0.0,High,P1
ACME-EU-90021,PROD-07,False,0.0,Low,P3
ACME-EU-90021,PROD-08,False,0.0,Medium,P3
ACME-EU-90022,PROD-01,True,475444.32,None,N/A
ACME-EU-90022,PROD-02,True,499485.62,None,N/A
ACME-EU-90022,PROD-03,False,0.0,High,P3
ACME-EU-90022,PROD-04,True,337436.44,None,N/A
ACME-EU-90022,PROD-05,False,0.0,Low,P2
ACME-EU-90022,PROD-06,True,463718.85,None,N/A
ACME-EU-90022,PROD-07,False,0.0,Low,P3
ACME-EU-90022,PROD-08,True,390420.16,None,N/A
ACME-EU-90023,PROD-01,True,194571.99,None,N/A
ACME-EU-90023,PROD-02,True,477338.69,None,N/A
ACME-EU-90023,PROD-03,True,256113.68,None,N/A
ACME-EU-90023,PROD-04,False,0.0,Medium,P1
ACME-EU-90023,PROD-05,True,324721.39,None,N/A
ACME-EU-90023,PROD-06,False,0.0,Medium,P2
ACME-EU-90023,PROD-07,False,0.0,Medium,P1
ACME-EU-90023,PROD-08,False,0.0,Low,P2
ACME-EU-90024,PROD-01,False,0.0,High,P1
ACME-EU-90024,PROD-02,False,0.0,High,P2
ACME-EU-90024,PROD-03,False,0.0,High,P2
ACME-EU-90024,PROD-04,True,438940.63,None,N/A
ACME-EU-90024,PROD-05,False,0.0,Medium,P3
ACME-EU-90024,PROD-06,True,485622.7,None,N/A
ACME-EU-90024,PROD-07,False,0.0,Medium,P2
ACME-EU-90024,PROD-08,False,0.0,Medium,P1
ACME-EU-90025,PROD-01,False,0.0,Medium,P3
ACME-EU-90025,PROD-02,True,154619.07,None,N/A
ACME-EU-90025,PROD-03,True,212547.25,None,N/A
ACME-EU-90025,PROD-04,True,84597.07,None,N/A
ACME-EU-90025,PROD-05,True,100792.35,None,N/A
ACME-EU-90025,PROD-06,True,208182.46,None,N/A
ACME-EU-90025,PROD-07,True,281827.97,None,N/A
ACME-EU-90025,PROD-08,True,412161.01,None,N/A
ACME-EU-90026,PROD-01,True,81420.59,None,N/A
ACME-EU-90026,PROD-02,True,488743.24,None,N/A
ACME-EU-90026,PROD-03,True,67827.22,None,N/A
ACME-EU-90026,PROD-04,True,74726.79,None,N/A
ACME-EU-90026,PROD-05,False,0.0,Medium,P1
ACME-EU-90026,PROD-06,False,0.0,Medium,P3
ACME-EU-90026,PROD-07,False,0.0,Medium,P3
ACME-EU-90026,PROD-08,False,0.0,High,P1
ACME-EU-90027,PROD-01,True,66962.67,None,N/A
ACME-EU-90027,PROD-02,True,309987.5,None,N/A
ACME-EU-90027,PROD-03,False,0.0,Low,P1
ACME-EU-90027,PROD-04,False,0.0,High,P1
ACME-EU-90027,PROD-05,True,401042.43,None,N/A
ACME-EU-90027,PROD-06,True,188832.38,None,N/A
ACME-EU-90027,PROD-07,False,0.0,Low,P3
ACME-EU-90027,PROD-08,True,374846.34,None,N/A
ACME-EU-90028,PROD-01,False,0.0,Medium,P3
ACME-EU-90028,PROD-02,True,139373.41,None,N/A
ACME-EU-90028,PROD-03,False,0.0,Low,P2
ACME-EU-90028,PROD-04,True,412748.08,None,N/A
ACME-EU-90028,PROD-05,False,0.0,Medium,P3
ACME-EU-90028,PROD-06,False,0.0,Low,P1
ACME-EU-90028,PROD-07,False,0.0,Medium,P3
ACME-EU-90028,PROD-08,False,0.0,Medium,P2
ACME-EU-90029,PROD-01,False,0.0,Low,P1
ACME-EU-90029,PROD-02,True,356350.31,None,N/A
ACME-EU-90029,PROD-03,False,0.0,Low,P2
ACME-EU-90029,PROD-04,True,270518.89,None,N/A
ACME-EU-90029,PROD-05,False,0.0,Medium,P3
ACME-EU-90029,PROD-06,False,0.0,Low,P1
ACME-EU-90029,PROD-07,False,0.0,High,P1
ACME-EU-90029,PROD-08,False,0.0,Medium,P1
ACME-EU-90030,PROD-01,False,0.0,Low,P2
ACME-EU-90030,PROD-02,False,0.0,Medium,P2
ACME-EU-90030,PROD-03,False,0.0,Medium,P2
ACME-EU-90030,PROD-04,False,0.0,Medium,P1
ACME-EU-90030,PROD-05,True,84674.23,None,N/A
ACME-EU-90030,PROD-06,True,156664.07,None,N/A
ACME-EU-90030,PROD-07,True,218839.04,None,N/A
ACME-EU-90030,PROD-08,False,0.0,Medium,P3
ACME-EU-90031,PROD-01,False,0.0,Medium,P3
ACME-EU-90031,PROD-02,False,0.0,Medium,P1
ACME-EU-90031,PROD-03,False,0.0,Medium,P1
ACME-EU-90031,PROD-04,True,91294.4,None,N/A
ACME-EU-90031,PROD-05,True,291625.81,None,N/A
ACME-EU-90031,PROD-06,True,171963.36,None,N/A
ACME-EU-90031,PROD-07,False,0.0,Low,P3
ACME-EU-90031,PROD-08,False,0.0,High,P2
ACME-EU-90032,PROD-01,False,0.0,Medium,P2
ACME-EU-90032,PROD-02,True,491989.66,None,N/A
ACME-EU-90032,PROD-03,False,0.0,Medium,P1
ACME-EU-90032,PROD-04,True,284248.74,None,N/A
ACME-EU-90032,PROD-05,False,0.0,High,P1
ACME-EU-90032,PROD-06,False,0.0,Medium,P1
ACME-EU-90032,PROD-07,True,223958.55,None,N/A
ACME-EU-90032,PROD-08,False,0.0,Low,P1
ACME-EU-90033,PROD-01,False,0.0,Low,P1
ACME-EU-90033,PROD-02,False,0.0,Medium,P3
ACME-EU-90033,PROD-03,True,200483.88,None,N/A
ACME-EU-90033,PROD-04,False,0.0,Low,P1
ACME-EU-90033,PROD-05,False,0.0,Medium,P1
ACME-EU-90033,PROD-06,False,0.0,Low,P1
ACME-EU-90033,PROD-07,True,234368.29,None,N/A
ACME-EU-90033,PROD-08,False,0.0,Medium,P3
ACME-EU-90034,PROD-01,False,0.0,Low,P3
ACME-EU-90034,PROD-02,True,258075.45,None,N/A
ACME-EU-90034,PROD-03,False,0.0,Medium,P2
ACME-EU-90034,PROD-04,False,0.0,Medium,P2
ACME-EU-90034,PROD-05,True,301606.14,None,N/A
ACME-EU-90034,PROD-06,False,0.0,Medium,P1
ACME-EU-90034,PROD-07,True,466704.86,None,N/A
ACME-EU-90034,PROD-08,True,111237.83,None,N/A
ACME-EU-90035,PROD-01,True,471941.05,None,N/A
ACME-EU-90035,PROD-02,False,0.0,Medium,P2
ACME-EU-90035,PROD-03,False,0.0,Medium,P2
ACME-EU-90035,PROD-04,False,0.0,Medium,P1
ACME-EU-90035,PROD-05,False,0.0,Medium,P1
ACME-EU-90035,PROD-06,True,470517.34,None,N/A
ACME-EU-90035,PROD-07,False,0.0,High,P1
ACME-EU-90035,PROD-08,False,0.0,Low,P2
ACME-EU-90036,PROD-01,False,0.0,Medium,P1
ACME-EU-90036,PROD-02,False,0.0,Medium,P2
ACME-EU-90036,PROD-03,False,0.0,Low,P2
ACME-EU-90036,PROD-04,False,0.0,Low,P2
ACME-EU-90036,PROD-05,False,0.0,Low,P1
ACME-EU-90036,PROD-06,False,0.0,Low,P1
ACME-EU-90036,PROD-07,True,390365.93,None,N/A
ACME-EU-90036,PROD-08,False,0.0,Low,P1
ACME-EU-90037,PROD-01,False,0.0,Medium,P3
ACME-EU-90037,PROD-02,True,174039.42,None,N/A
ACME-EU-90037,PROD-03,True,326258.93,None,N/A
ACME-EU-90037,PROD-04,False,0.0,Low,P3
ACME-EU-90037,PROD-05,False,0.0,Medium,P3
ACME-EU-90037,PROD-06,False,0.0,High,P3
ACME-EU-90037,PROD-07,True,468877.07,None,N/A
ACME-EU-90037,PROD-08,False,0.0,High,P1
ACME-EU-90038,PROD-01,True,391492.87,None,N/A
ACME-EU-90038,PROD-02,True,343084.84,None,N/A
ACME-EU-90038,PROD-03,False,0.0,High,P1
ACME-EU-90038,PROD-04,False,0.0,Low,P3
ACME-EU-90038,PROD-05,False,0.0,Medium,P1
ACME-EU-90038,PROD-06,True,429718.91,None,N/A
ACME-EU-90038,PROD-07,False,0.0,Medium,P1
ACME-EU-90038,PROD-08,False,0.0,Medium,P3
ACME-EU-90039,PROD-01,False,0.0,High,P3
ACME-EU-90039,PROD-02,False,0.0,Medium,P2
ACME-EU-90039,PROD-03,False,0.0,Medium,P1
ACME-EU-90039,PROD-04,False,0.0,High,P1
ACME-EU-90039,PROD-05,False,0.0,Low,P1
ACME-EU-90039,PROD-06,True,199938.87,None,N/A
ACME-EU-90039,PROD-07,False,0.0,Low,P1
ACME-EU-90039,PROD-08,True,429506.83,None,N/A
ACME-EU-90040,PROD-01,False,0.0,High,P2
ACME-EU-90040,PROD-02,True,373846.84,None,N/A
ACME-EU-90040,PROD-03,False,0.0,Medium,P3
ACME-EU-90040,PROD-04,True,124962.61,None,N/A
ACME-EU-90040,PROD-05,True,382108.03,None,N/A
ACME-EU-90040,PROD-06,False,0.0,Low,P2
ACME-EU-90040,PROD-07,False,0.0,Medium,P3
ACME-EU-90040,PROD-08,True,145831.72,None,N/A
ACME-EU-90041,PROD-01,False,0.0,Medium,P1
ACME-EU-90041,PROD-02,False,0.0,Low,P3
ACME-EU-90041,PROD-03,True,165914.44,None,N/A
ACME-EU-90041,PROD-04,True,194401.14,None,N/A
ACME-EU-90041,PROD-05,False,0.0,Medium,P2
ACME-EU-90041,PROD-06,False,0.0,Low,P1
ACME-EU-90041,PROD-07,False,0.0,High,P2
ACME-EU-90041,PROD-08,True,313804.13,None,N/A
ACME-EU-90042,PROD-01,False,0.0,Medium,P2
ACME-EU-90042,PROD-02,False,0.0,Low,P3
ACME-EU-90042,PROD-03,True,210084.73,None,N/A
ACME-EU-90042,PROD-04,False,0.0,Low,P1
ACME-EU-90042,PROD-05,False,0.0,Low,P1
ACME-EU-90042,PROD-06,False,0.0,Medium,P3
ACME-EU-90042,PROD-07,True,474151.23,None,N/A
ACME-EU-90042,PROD-08,True,495053.15,None,N/A
ACME-EU-90043,PROD-01,True,159990.94,None,N/A
ACME-EU-90043,PROD-02,False,0.0,Low,P2
ACME-EU-90043,PROD-03,True,110528.89,None,N/A
ACME-EU-90043,PROD-04,False,0.0,High,P1
ACME-EU-90043,PROD-05,False,0.0,High,P3
ACME-EU-90043,PROD-06,True,451655.09,None,N/A
ACME-EU-90043,PROD-07,True,337976.48,None,N/A
ACME-EU-90043,PROD-08,False,0.0,High,P2
ACME-EU-90044,PROD-01,False,0.0,Low,P3
ACME-EU-90044,PROD-02,True,355550.81,None,N/A
ACME-EU-90044,PROD-03,False,0.0,Medium,P3
ACME-EU-90044,PROD-04,False,0.0,Medium,P2
ACME-EU-90044,PROD-05,False,0.0,Low,P2
ACME-EU-90044,PROD-06,False,0.0,Medium,P1
ACME-EU-90044,PROD-07,False,0.0,Low,P3
ACME-EU-90044,PROD-08,True,410590.75,None,N/A
ACME-EU-90045,PROD-01,True,220400.11,None,N/A
ACME-EU-90045,PROD-02,False,0.0,Low,P1
ACME-EU-90045,PROD-03,True,148285.11,None,N/A
ACME-EU-90045,PROD-04,False,0.0,Low,P1
ACME-EU-90045,PROD-05,False,0.0,Low,P1
ACME-EU-90045,PROD-06,True,119845.28,None,N/A
ACME-EU-90045,PROD-07,True,437407.95,None,N/A
ACME-EU-90045,PROD-08,True,287055.04,None,N/A
ACME-EU-90046,PROD-01,True,123008.35,None,N/A
ACME-EU-90046,PROD-02,False,0.0,Low,P2
ACME-EU-90046,PROD-03,False,0.0,Medium,P3
ACME-EU-90046,PROD-04,True,258964.04,None,N/A
ACME-EU-90046,PROD-05,False,0.0,Medium,P3
ACME-EU-90046,PROD-06,True,497753.81,None,N/A
ACME-EU-90046,PROD-07,False,0.0,Medium,P3
ACME-EU-90046,PROD-08,True,192560.03,None,N/A
ACME-EU-90047,PROD-01,True,66416.12,None,N/A
ACME-EU-90047,PROD-02,True,126302.93,None,N/A
ACME-EU-90047,PROD-03,True,328145.46,None,N/A
ACME-EU-90047,PROD-04,False,0.0,Medium,P2
ACME-EU-90047,PROD-05,False,0.0,Low,P2
ACME-EU-90047,PROD-06,False,0.0,High,P3
ACME-EU-90047,PROD-07,False,0.0,Medium,P3
ACME-EU-90047,PROD-08,True,67565.76,None,N/A
ACME-EU-90048,PROD-01,False,0.0,Medium,P1
ACME-EU-90048,PROD-02,True,451510.07,None,N/A
ACME-EU-90048,PROD-03,True,203122.22,None,N/A
ACME-EU-90048,PROD-04,False,0.0,Medium,P3
ACME-EU-90048,PROD-05,False,0.0,High,P2
ACME-EU-90048,PROD-06,True,126207.64,None,N/A
ACME-EU-90048,PROD-07,True,80458.67,None,N/A
ACME-EU-90048,PROD-08,False,0.0,Medium,P3
ACME-EU-90049,PROD-01,False,0.0,Medium,P2
ACME-EU-90049,PROD-02,True,139852.75,None,N/A
ACME-EU-90049,PROD-03,False,0.0,High,P3
ACME-EU-90049,PROD-04,True,491312.2,None,N/A
ACME-EU-90049,PROD-05,True,193780.09,None,N/A
ACME-EU-90049,PROD-06,True,321296.83,None,N/A
ACME-EU-90049,PROD-07,True,326822.43,None,N/A
ACME-EU-90049,PROD-08,False,0.0,Medium,P1
ACME-EU-90050,PROD-01,False,0.0,Medium,P1
ACME-EU-90050,PROD-02,False,0.0,Low,P2
ACME-EU-90050,PROD-03,False,0.0,Low,P2
ACME-EU-90050,PROD-04,False,0.0,High,P3
ACME-EU-90050,PROD-05,False,0.0,Low,P3
ACME-EU-90050,PROD-06,False,0.0,High,P2
ACME-EU-90050,PROD-07,False,0.0,High,P1
ACME-EU-90050,PROD-08,True,109282.17,None,N/A
