account_id,country,segment,fund_size_eur,strategic_priority_flag
ACME-EU-00150,LU,PIAO,2289040326.1913104,True
ACME-EU-00151,IT,PIAO,1045204737.3018135,False
ACME-EU-00152,IT,FAM,1844167147.1531112,False
ACME-EU-00153,DE,PIAO,1849696466.6798959,False
ACME-EU-00154,IT,FAM,262722745.91717452,False
ACME-EU-00155,NL,FAM,3838070574.9610734,False
ACME-EU-00156,FR,FAM,2083105655.087491,False
ACME-EU-00157,CH,FAM,4111077254.1953,False
ACME-EU-00158,FR,PIAO,4251889657.598357,False
ACME-EU-00159,DE,FAM,1060758279.4385916,False
ACME-EU-00160,ES,PIAO,3287110057.3684726,False
ACME-EU-00161,CH,PIAO,2361936739.0107455,False
ACME-EU-00162,DE,PIAO,4400903532.869504,True
ACME-EU-00163,LU,PIAO,1079487655.2030942,False
ACME-EU-00164,ES,FAM,3389388188.349911,False
ACME-EU-00165,FR,PIAO,3039152859.1413603,True
ACME-EU-00166,DE,FAM,1477212086.381592,False
ACME-EU-00167,LU,PIAO,683867917.3522118,False
ACME-EU-00168,CH,PIAO,3258547162.6259055,True
ACME-EU-00169,CH,FAM,3693248693.2035213,False
ACME-EU-00170,BE,FAM,1578821091.4729867,False
ACME-EU-00171,LU,FAM,3224518187.5075464,False
ACME-EU-00172,NL,PIAO,1976259407.1499047,False
ACME-EU-00173,IT,PIAO,3566321209.529806,True
ACME-EU-00174,ES,FAM,996877159.1953715,True
ACME-EU-00175,LU,FAM,4451184798.178236,False
ACME-EU-00176,BE,FAM,1437760572.7314332,False
ACME-EU-00177,IT,FAM,1839562152.7930083,False
ACME-EU-00178,IT,PIAO,291401668.4496686,True
ACME-EU-00179,DE,FAM,558449549.3940607,False
ACME-EU-00180,IT,FAM,2579793651.6589284,False
ACME-EU-00181,NL,FAM,1338695790.9631295,False
ACME-EU-00182,CH,FAM,4177565648.4852295,False
ACME-EU-00183,BE,PIAO,74452249.88611425,True
ACME-EU-00184,IT,FAM,1896091149.311009,False
ACME-EU-00185,DE,PIAO,1687390388.2986944,False
ACME-EU-00186,NL,FAM,97618826.95708758,False
ACME-EU-00187,FR,FAM,622717626.6035506,False
ACME-EU-00188,CH,PIAO,2068799731.9182577,False
ACME-EU-00189,CH,FAM,2464830057.652786,False
ACME-EU-00190,BE,PIAO,2022044446.5270905,False
ACME-EU-00191,CH,PIAO,2655157454.382057,False
ACME-EU-00192,IT,FAM,2976063242.853502,False
ACME-EU-00193,DE,PIAO,50609181.81805032,False
ACME-EU-00194,CH,PIAO,2321011702.108066,False
ACME-EU-00195,CH,PIAO,4817532705.197054,False
ACME-EU-00196,FR,PIAO,2595642368.3676143,False
ACME-EU-00197,FR,PIAO,3388033795.027307,False
ACME-EU-00198,ES,PIAO,1560007425.726499,True
ACME-EU-00199,NL,PIAO,3870182899.3856597,False
ACME-EU-00200,IT,PIAO,3864834487.8986993,False
ACME-EU-00201,CH,FAM,2606958942.2230406,False
ACME-EU-00202,LU,FAM,4880093102.572789,False
ACME-EU-00203,CH,PIAO,628625523.5985042,False
ACME-EU-00204,DE,FAM,85721376.78301539,False
ACME-EU-00205,ES,PIAO,3851020900.573723,False
ACME-EU-00206,NL,PIAO,4035970531.287048,False
ACME-EU-00207,LU,FAM,601915938.3737606,False
ACME-EU-00208,ES,PIAO,1328648581.9600718,False
ACME-EU-00209,BE,PIAO,88744264.46977791,False
ACME-EU-00210,NL,PIAO,1467249745.292043,False
ACME-EU-00211,CH,PIAO,3865936227.719439,False
ACME-EU-00212,CH,FAM,2590284678.035182,False
ACME-EU-00213,NL,PIAO,1741129870.2482722,False
ACME-EU-00214,CH,PIAO,1859324735.236745,False
ACME-EU-00215,IT,PIAO,7766774.951625302,False
ACME-EU-00216,NL,FAM,1499702837.2986143,False
ACME-EU-00217,ES,PIAO,3232647249.4480147,False
ACME-EU-00218,NL,FAM,4870998024.637969,False
ACME-EU-00219,LU,FAM,4235457074.0925136,False
ACME-EU-00220,CH,PIAO,118951228.2630001,True
ACME-EU-00221,IT,PIAO,4492904462.769522,False
ACME-EU-00222,IT,FAM,3916208868.079831,False
ACME-EU-00223,BE,PIAO,3902100241.731331,False
ACME-EU-00224,ES,FAM,2290520799.258854,False
ACME-EU-00225,FR,FAM,1990628459.4795597,False
ACME-EU-00226,FR,PIAO,1515275728.43713,True
ACME-EU-00227,NL,PIAO,329408599.9128745,False
ACME-EU-00228,BE,FAM,1141948582.105002,False
ACME-EU-00229,DE,FAM,1233771571.255145,False
ACME-EU-00230,NL,FAM,2420901271.481298,False
ACME-EU-00231,BE,FAM,3737474588.5768733,False
ACME-EU-00232,ES,PIAO,2369575332.161335,False
ACME-EU-00233,ES,PIAO,290164402.78635585,False
ACME-EU-00234,ES,PIAO,4788991215.140031,False
ACME-EU-00235,ES,PIAO,4713678871.151467,False
ACME-EU-00236,ES,PIAO,3926162526.1988935,True
ACME-EU-00237,BE,FAM,4956648179.9195385,False
ACME-EU-00238,BE,PIAO,2722867181.6685143,False
ACME-EU-00239,IT,PIAO,4813878982.915777,True
ACME-EU-00240,LU,PIAO,378949598.04313713,False
ACME-EU-00241,FR,PIAO,1829038060.5585952,False
ACME-EU-00242,CH,PIAO,1127680958.7658224,False
ACME-EU-00243,ES,FAM,979969587.5872159,False
ACME-EU-00244,DE,FAM,704873941.5144877,False
ACME-EU-00245,CH,FAM,3112445794.1884174,False
ACME-EU-00246,BE,PIAO,3906827956.880778,False
ACME-EU-00247,DE,FAM,2891913698.702383,False
ACME-EU-00248,DE,FAM,735666585.2314601,False
ACME-EU-00249,DE,PIAO,4055807725.897421,False
ACME-EU-00250,IT,PIAO,3180137581.111479,False
ACME-EU-00251,BE,PIAO,1941440364.9288507,False
ACME-EU-00252,DE,FAM,3370977347.384779,False
ACME-EU-00253,ES,FAM,1300264991.2349215,False
ACME-EU-00254,NL,PIAO,1726615850.2625582,True
ACME-EU-00255,DE,PIAO,4587511729.816819,False
ACME-EU-00256,IT,FAM,1453232023.8514304,False
ACME-EU-00257,CH,FAM,2350471352.521525,True
ACME-EU-00258,BE,PIAO,4450815545.842677,False
ACME-EU-00259,LU,PIAO,3538899029.98737,False
ACME-EU-00260,IT,FAM,311953927.59734905,False
ACME-EU-00261,DE,PIAO,737367918.3505727,False
ACME-EU-00262,BE,FAM,40200112.26881217,False
ACME-EU-00263,NL,FAM,3154978029.355588,False
ACME-EU-00264,DE,FAM,2238919453.6266813,True
ACME-EU-00265,IT,FAM,672239979.6604754,False
ACME-EU-00266,FR,PIAO,4789712671.162795,False
ACME-EU-00267,ES,PIAO,2648768960.0041537,False
ACME-EU-00268,LU,FAM,1210224577.270333,False
ACME-EU-00269,CH,FAM,2503517252.202383,False
ACME-EU-00270,IT,FAM,3398422043.342804,False
ACME-EU-00271,BE,FAM,382119850.6498488,False
ACME-EU-00272,LU,FAM,1374244371.424412,True
ACME-EU-00273,LU,PIAO,4035020488.929084,False
ACME-EU-00274,LU,PIAO,2298864687.1429033,False
ACME-EU-00275,DE,PIAO,2733339133.019442,False
ACME-EU-00276,ES,PIAO,2164647195.045137,False
ACME-EU-00277,DE,FAM,220455813.2723826,False
ACME-EU-00278,BE,FAM,829583149.3209594,False
ACME-EU-00279,DE,FAM,2228262652.0707126,False
ACME-EU-00280,FR,FAM,1046718141.5742311,False
ACME-EU-00281,ES,FAM,250845164.269734,False
ACME-EU-00282,ES,PIAO,4218404670.595067,False
ACME-EU-00283,BE,FAM,4905981453.291415,False
ACME-EU-00284,CH,PIAO,3965921227.1097007,False
ACME-EU-00285,FR,PIAO,4269070823.60163,False
ACME-EU-00286,IT,PIAO,1210643674.4549098,False
ACME-EU-00287,DE,PIAO,4803174250.590486,False
ACME-EU-00288,NL,FAM,985431596.5626885,True
ACME-EU-00289,DE,PIAO,4757197621.998799,True
ACME-EU-00290,LU,PIAO,4974101650.5357895,False
ACME-EU-00291,DE,PIAO,3558902305.9244976,False
ACME-EU-00292,IT,FAM,4905737515.227318,False
ACME-EU-00293,DE,FAM,2848129358.055951,True
ACME-EU-00294,FR,FAM,1298449374.0972755,True
ACME-EU-00295,FR,PIAO,2185542432.4424386,False
ACME-EU-00296,ES,PIAO,2968211115.958551,True
ACME-EU-00297,BE,FAM,366334728.57304794,False
ACME-EU-00298,CH,PIAO,3112093979.8216133,False
ACME-EU-00299,NL,FAM,4905908005.97471,False
ACME-EU-00300,LU,FAM,951348141.2688544,True
ACME-EU-00301,DE,PIAO,3963182986.3256283,False
ACME-EU-00302,DE,PIAO,4539586070.104317,True
ACME-EU-00303,IT,PIAO,4718564262.508284,False
ACME-EU-00304,BE,PIAO,4800717886.422831,False
ACME-EU-00305,FR,FAM,2607776733.9686384,False
ACME-EU-00306,NL,FAM,4886562232.049527,False
ACME-EU-00307,ES,FAM,3786793725.4650598,False
ACME-EU-00308,FR,FAM,809195509.7485725,False
ACME-EU-00309,LU,FAM,2385023632.2333817,False
ACME-EU-00310,BE,PIAO,3591937545.684648,False
ACME-EU-00311,LU,FAM,1237454238.7795975,False
ACME-EU-00312,CH,FAM,3203435302.560888,False
ACME-EU-00313,ES,FAM,3333335794.75405,False
ACME-EU-00314,CH,PIAO,814336019.2990209,False
ACME-EU-00315,IT,PIAO,2825861476.9513288,False
ACME-EU-00316,LU,PIAO,3858362927.98206,False
ACME-EU-00317,IT,PIAO,2494979427.0151734,False
ACME-EU-00318,DE,FAM,61503480.76376102,False
ACME-EU-00319,CH,FAM,46183306.9273816,True
ACME-EU-00320,BE,PIAO,1785789690.5060909,False
ACME-EU-00321,LU,PIAO,4631044148.090478,False
ACME-EU-00322,NL,FAM,1144155221.2384403,False
ACME-EU-00323,ES,FAM,3172184080.6695642,False
ACME-EU-00324,FR,PIAO,1111157277.5959096,False
ACME-EU-00325,BE,PIAO,1609028278.3080835,True
ACME-EU-00326,BE,PIAO,4240362405.9178185,False
ACME-EU-00327,IT,PIAO,3644578349.9074645,True
ACME-EU-00328,CH,FAM,477900987.2887399,False
ACME-EU-00329,LU,FAM,2144081402.9111817,False
ACME-EU-00330,LU,FAM,146819648.4626771,False
ACME-EU-00331,DE,PIAO,2404969842.868442,False
ACME-EU-00332,DE,PIAO,3312507624.4936395,False
ACME-EU-00333,ES,FAM,593394615.3671596,True
ACME-EU-00334,IT,FAM,1445135809.6069193,False
ACME-EU-00335,BE,FAM,1989785290.8852825,False
ACME-EU-00336,LU,FAM,4597735592.255592,False
ACME-EU-00337,NL,PIAO,4966281822.099397,False
ACME-EU-00338,IT,FAM,225511583.67908368,False
ACME-EU-00339,ES,FAM,3805278609.553465,False
ACME-EU-00340,ES,FAM,1859248607.945314,True
ACME-EU-00341,IT,FAM,1962898472.9611707,False
ACME-EU-00342,ES,FAM,3771570601.7617664,False
ACME-EU-00343,IT,FAM,4592213734.294898,True
ACME-EU-00344,FR,FAM,4754692043.91824,False
ACME-EU-00345,IT,PIAO,2886035807.6055655,False
ACME-EU-00346,CH,PIAO,1786248675.3432136,False
ACME-EU-00347,IT,PIAO,3937957880.2080374,True
ACME-EU-00348,ES,PIAO,1255755914.928239,False
ACME-EU-00349,LU,FAM,2820806070.1387553,False
ACME-EU-00350,CH,PIAO,1793533729.1628408,False
ACME-EU-00351,ES,PIAO,3283498737.4656725,False
ACME-EU-00352,DE,FAM,1202754165.554641,False
ACME-EU-00353,DE,FAM,958773135.728394,False
ACME-EU-00354,LU,PIAO,4591277194.29051,False
ACME-EU-00355,LU,PIAO,509916611.06473494,False
ACME-EU-00356,CH,FAM,2530283580.7669234,False
ACME-EU-00357,FR,PIAO,1105043062.0320816,False
ACME-EU-00358,LU,FAM,195610886.66501158,False
ACME-EU-00359,DE,FAM,181058072.63884053,False
ACME-EU-00360,IT,FAM,876933638.7570308,False
ACME-EU-00361,ES,FAM,4333985002.175495,False
ACME-EU-00362,DE,PIAO,1413111241.1411562,False
ACME-EU-00363,DE,FAM,4752345393.705903,False
ACME-EU-00364,FR,FAM,2908529842.6529784,False
ACME-EU-00365,CH,PIAO,2183634334.654062,False
ACME-EU-00366,CH,FAM,2900864084.5126038,False
ACME-EU-00367,BE,PIAO,2583975227.7461123,False
ACME-EU-00368,FR,PIAO,3794122492.5328684,False
ACME-EU-00369,IT,PIAO,1413197833.7982883,False
ACME-EU-00370,CH,FAM,1765898907.6099117,False
ACME-EU-00371,ES,PIAO,4470577418.36372,False
ACME-EU-00372,LU,PIAO,4732336109.238877,False
ACME-EU-00373,FR,FAM,4462898579.204886,False
ACME-EU-00374,LU,PIAO,2097820521.7926106,False
ACME-EU-00375,DE,PIAO,3902047149.5314016,False
ACME-EU-00376,ES,PIAO,2382202330.772193,False
ACME-EU-00377,ES,PIAO,2488201720.878365,False
ACME-EU-00378,DE,PIAO,1024195865.1773624,False
ACME-EU-00379,FR,FAM,2956060385.9893236,False
ACME-EU-00380,DE,PIAO,931493352.8689864,False
ACME-EU-00381,LU,PIAO,1658491930.6369016,False
ACME-EU-00382,BE,FAM,4275295977.898056,False
ACME-EU-00383,ES,FAM,1036171970.2450652,False
ACME-EU-00384,NL,FAM,356720267.5819906,True
ACME-EU-00385,NL,PIAO,345968955.4714687,False
ACME-EU-00386,LU,FAM,4703981817.995036,False
ACME-EU-00387,IT,PIAO,2535095269.371211,False
ACME-EU-00388,CH,PIAO,2047650947.0132747,False
ACME-EU-00389,DE,FAM,4054582026.4585843,False
ACME-EU-00390,DE,FAM,4179293813.6246696,False
ACME-EU-00391,IT,PIAO,1661622974.5449073,True
ACME-EU-00392,IT,FAM,3468396669.3115025,False
ACME-EU-00393,LU,PIAO,3855842956.443581,False
ACME-EU-00394,LU,FAM,3273598783.6429067,False
ACME-EU-00395,IT,FAM,758823778.9256967,False
ACME-EU-00396,ES,FAM,4379539534.501768,False
ACME-EU-00397,LU,PIAO,2695933669.1273074,True
ACME-EU-00398,BE,FAM,1413079659.4236484,False
ACME-EU-00399,LU,PIAO,2126715699.003032,False
ACME-EU-00400,DE,PIAO,188817880.904138,False
ACME-EU-00401,LU,PIAO,640206139.3108654,False
ACME-EU-00402,ES,PIAO,3827968205.8287883,False
ACME-EU-00403,IT,FAM,1058162.1420753393,False
ACME-EU-00404,DE,PIAO,2083412576.5829785,False
ACME-EU-00405,LU,PIAO,2613028395.2468567,False
ACME-EU-00406,ES,FAM,274117465.5848605,False
ACME-EU-00407,BE,PIAO,4865417736.698692,False
ACME-EU-00408,LU,FAM,1131400530.91711,False
ACME-EU-00409,ES,PIAO,1521689399.4617682,False
ACME-EU-00410,BE,FAM,1520408618.7628815,False
ACME-EU-00411,IT,PIAO,1152852893.924632,False
ACME-EU-00412,LU,FAM,8367636.609470769,False
ACME-EU-00413,BE,PIAO,3646994625.6458936,False
ACME-EU-00414,DE,PIAO,4834260653.496628,True
ACME-EU-00415,IT,FAM,1122243122.9419403,True
ACME-EU-00416,DE,FAM,3315572911.825309,False
ACME-EU-00417,NL,FAM,3709739738.4666166,False
ACME-EU-00418,FR,FAM,4242278470.073533,False
ACME-EU-00419,LU,PIAO,2113723355.871032,False
ACME-EU-00420,BE,PIAO,1515351597.2965057,False
ACME-EU-00421,FR,FAM,1627150374.9811325,False
ACME-EU-00422,FR,PIAO,3563394044.159466,False
ACME-EU-00423,BE,FAM,4084080553.0616746,False
ACME-EU-00424,IT,FAM,908888224.8152567,False
ACME-EU-00425,LU,PIAO,1855334099.7806683,False
ACME-EU-00426,NL,PIAO,4509799043.549001,False
ACME-EU-00427,DE,PIAO,4033660904.9540014,False
ACME-EU-00428,ES,PIAO,4924307155.409616,False
ACME-EU-00429,DE,PIAO,3771487050.1507215,False
ACME-EU-00430,ES,PIAO,1966582809.9385834,False
ACME-EU-00431,DE,PIAO,2953598532.139194,False
ACME-EU-00432,BE,FAM,3305410256.982354,True
ACME-EU-00433,NL,FAM,393200625.7693026,False
ACME-EU-00434,LU,FAM,2722940298.5602217,True
ACME-EU-00435,ES,FAM,3546894821.5345755,False
ACME-EU-00436,LU,FAM,837439198.7013009,False
ACME-EU-00437,LU,PIAO,3903377955.4103603,False
ACME-EU-00438,LU,FAM,2919280129.790044,False
ACME-EU-00439,CH,FAM,4761156706.702275,True
ACME-EU-00440,IT,FAM,213069068.7362516,False
ACME-EU-00441,DE,FAM,1327365361.6397793,False
ACME-EU-00442,LU,FAM,3008167842.6198206,False
ACME-EU-00443,DE,FAM,1483503001.1174476,True
ACME-EU-00444,LU,FAM,3572406396.1921396,False
ACME-EU-00445,ES,PIAO,3795267407.327133,True
ACME-EU-00446,IT,PIAO,513477304.3683058,False
ACME-EU-00447,IT,FAM,2569758466.569632,False
ACME-EU-00448,BE,PIAO,2544943887.3996882,False
ACME-EU-00449,CH,PIAO,1847034570.3074899,False
ACME-EU-00450,BE,PIAO,4664691387.985791,True
ACME-EU-00451,BE,PIAO,4137704093.0462327,False
ACME-EU-00452,BE,FAM,3486349700.166274,False
ACME-EU-00453,BE,PIAO,3571918852.0392528,False
ACME-EU-00454,BE,PIAO,2309119002.9217825,False
ACME-EU-00455,NL,PIAO,4605051610.961782,False
ACME-EU-00456,IT,FAM,3473282540.839174,False
ACME-EU-00457,BE,FAM,3645176327.2174263,False
ACME-EU-00458,LU,FAM,4308592828.032939,False
ACME-EU-00459,IT,FAM,1371083875.1216128,False
ACME-EU-00460,IT,FAM,4035547448.4296484,False
ACME-EU-00461,FR,FAM,977007774.1795037,False
ACME-EU-00462,NL,FAM,1727364419.2721944,False
ACME-EU-00463,BE,PIAO,1678716660.8949437,True
ACME-EU-00464,DE,PIAO,4892648816.477314,False
ACME-EU-00465,ES,PIAO,4282829581.5158863,False
ACME-EU-00466,CH,FAM,3506148138.0897083,False
ACME-EU-00467,LU,FAM,3635556751.3153353,False
ACME-EU-00468,DE,FAM,2810801899.218453,False
ACME-EU-00469,NL,FAM,4735506244.875487,False
ACME-EU-00470,ES,FAM,2481797505.6589255,False
ACME-EU-00471,NL,PIAO,1903208031.6396027,False
ACME-EU-00472,LU,PIAO,816013649.3210235,False
ACME-EU-00473,IT,FAM,3931242055.653029,True
ACME-EU-00474,ES,FAM,3672485216.445882,False
ACME-EU-00475,IT,FAM,1922390837.5821502,True
ACME-EU-00476,LU,FAM,126941876.38218758,False
ACME-EU-00477,DE,PIAO,4195147641.262336,False
ACME-EU-00478,LU,FAM,58078499.28691409,False
ACME-EU-00479,DE,FAM,3518795198.365626,False
ACME-EU-00480,ES,FAM,4851315291.520559,False
ACME-EU-00481,ES,FAM,2188868979.412869,False
ACME-EU-00482,BE,PIAO,1175632051.5747678,False
ACME-EU-00483,NL,FAM,3524650179.2068653,False
ACME-EU-00484,BE,FAM,4085823581.93591,False
ACME-EU-00485,NL,PIAO,2732605150.0731587,False
ACME-EU-00486,BE,PIAO,4835209341.005475,False
ACME-EU-00487,IT,PIAO,259291939.56814754,False
ACME-EU-00488,ES,FAM,2524473195.924336,False
ACME-EU-00489,DE,FAM,3592551282.6654277,False
ACME-EU-00490,NL,PIAO,4313339715.274746,False
ACME-EU-00491,LU,PIAO,897098803.9270425,False
ACME-EU-00492,NL,PIAO,4000217405.336643,False
ACME-EU-00493,DE,PIAO,2763982671.517008,False
ACME-EU-00494,BE,PIAO,1983371856.267826,False
ACME-EU-00495,NL,PIAO,659443427.8668888,False
ACME-EU-00496,CH,FAM,4326613498.785653,False
ACME-EU-00497,IT,FAM,787208767.690397,False
ACME-EU-00498,ES,FAM,1549629508.1862872,False
ACME-EU-00499,DE,PIAO,1450937614.280222,False
