opportunity_id,account_id,deal_size_eur,open_date,status,close_date
OPP-0000076,ACME-EU-00019,325195.93068367767,2026-01-16,lost,2026-01-29
OPP-0000077,ACME-EU-00020,51539.54663177663,2025-06-03,lost,2025-06-16
OPP-0000078,ACME-EU-00020,1629773.1769536494,2025-08-05,lost,2025-10-02
OPP-0000079,ACME-EU-00020,220770.39782316453,2025-07-01,lost,2025-08-05
OPP-0000080,ACME-EU-00020,1286007.1465338818,2025-09-03,lost,2025-10-16
OPP-0000081,ACME-EU-00021,1833502.0863046234,2026-01-28,won,2026-03-05
OPP-0000082,ACME-EU-00021,456871.23065894045,2025-10-04,won,2025-10-28
OPP-0000083,ACME-EU-00021,1347282.030661976,2026-02-23,won,2026-04-18
OPP-0000084,ACME-EU-00021,203462.22457964346,2025-05-13,won,2025-06-23
OPP-0000085,ACME-EU-00022,1227322.5304833453,2026-01-04,won,2026-02-23
OPP-0000086,ACME-EU-00022,369666.85585874534,2025-04-17,lost,2025-05-03
OPP-0000087,ACME-EU-00022,1485109.4430045972,2026-03-01,won,2026-04-23
OPP-0000088,ACME-EU-00022,637401.024848121,2025-11-01,lost,
OPP-0000089,ACME-EU-00023,953612.4671690601,2025-10-25,lost,2025-12-17
OPP-0000090,ACME-EU-00023,1218889.5569538623,2026-01-06,lost,2026-01-29
OPP-0000091,ACME-EU-00023,383983.15079916717,2025-10-22,lost,
OPP-0000092,ACME-EU-00023,1496193.7463043607,2025-12-19,lost,2026-01-20
OPP-0000093,ACME-EU-00024,640148.6642417883,2025-09-28,lost,2025-11-23
OPP-0000094,ACME-EU-00024,1341625.1268298693,2025-05-25,won,2025-06-04
OPP-0000095,ACME-EU-00024,358651.9488637786,2025-06-22,won,
OPP-0000096,ACME-EU-00024,1391829.435452383,2025-07-22,lost,2025-09-01
OPP-0000097,ACME-EU-00025,299966.7419804004,2026-01-28,won,2026-03-19
OPP-0000098,ACME-EU-00025,879445.1677264681,2026-02-10,lost,2026-03-17
OPP-0000099,ACME-EU-00025,532051.8437908099,2025-10-26,won,2025-12-22
OPP-0000100,ACME-EU-00025,1509331.736384956,2025-08-21,won,2025-09-08
OPP-0000101,ACME-EU-00026,560968.2587884055,2025-04-16,lost,
OPP-0000102,ACME-EU-00026,1769348.7474710227,2025-06-15,won,2025-07-10
OPP-0000103,ACME-EU-00026,1789049.412242895,2026-02-05,won,2026-03-17
OPP-0000104,ACME-EU-00026,433060.5646844324,2026-01-21,won,2026-02-01
OPP-0000105,ACME-EU-00027,1246999.5927650623,2026-01-07,lost,2026-02-17
OPP-0000106,ACME-EU-00027,221049.40135393044,2025-08-06,won,
OPP-0000107,ACME-EU-00027,813497.344223177,2025-05-21,lost,2025-06-09
OPP-0000108,ACME-EU-00027,1440977.3725274808,2025-12-01,lost,2026-01-04
OPP-0000109,ACME-EU-00028,1335875.3313573368,2025-09-19,lost,2025-10-16
OPP-0000110,ACME-EU-00028,1268166.3053428854,2025-08-08,won,2025-10-01
OPP-0000111,ACME-EU-00028,600954.684141765,2026-02-03,won,2026-03-18
OPP-0000112,ACME-EU-00028,787148.6513970839,2025-07-26,lost,
OPP-0000113,ACME-EU-00029,250744.98216555806,2025-11-29,lost,2026-01-06
OPP-0000114,ACME-EU-00029,1452094.499845522,2025-10-30,lost,
OPP-0000115,ACME-EU-00029,1032583.1537429834,2025-06-26,won,
OPP-0000116,ACME-EU-00029,1432092.9830740264,2026-03-05,lost,
OPP-0000117,ACME-EU-00030,535439.8733539019,2025-08-04,lost,2025-09-27
OPP-0000118,ACME-EU-00030,682654.5458383791,2025-06-28,lost,2025-07-31
OPP-0000119,ACME-EU-00030,701719.9076572235,2025-05-31,lost,
OPP-0000120,ACME-EU-00030,100197.69900707158,2025-08-15,won,
OPP-0000121,ACME-EU-00031,715043.3520197159,2026-02-23,lost,
OPP-0000122,ACME-EU-00031,1616443.9183601653,2026-01-27,won,2026-02-08
OPP-0000123,ACME-EU-00031,1799732.0667119902,2025-09-12,won,2025-10-06
OPP-0000124,ACME-EU-00031,1060525.7154900585,2026-01-06,won,
OPP-0000125,ACME-EU-00032,938228.3056774795,2025-07-22,won,2025-08-03
OPP-0000126,ACME-EU-00032,110108.006463772,2025-07-12,lost,2025-08-21
OPP-0000127,ACME-EU-00032,1764448.4582914962,2026-01-17,won,2026-02-05
OPP-0000128,ACME-EU-00032,75369.91618045181,2025-12-04,lost,2026-01-20
OPP-0000129,ACME-EU-00033,1892262.656409913,2025-07-31,lost,2025-08-31
OPP-0000130,ACME-EU-00033,1003971.6849417768,2025-07-22,lost,2025-08-14
OPP-0000131,ACME-EU-00033,716772.2624707168,2025-07-16,lost,2025-08-03
OPP-0000132,ACME-EU-00033,1852225.947943187,2025-10-18,lost,2025-11-14
OPP-0000133,ACME-EU-00034,97562.43656468863,2025-09-20,lost,2025-10-07
OPP-0000134,ACME-EU-00034,1183778.5449947198,2026-02-09,won,2026-03-28
OPP-0000135,ACME-EU-00034,1120418.4227737084,2026-02-02,lost,
OPP-0000136,ACME-EU-00034,477674.782362195,2026-02-25,won,2026-03-21
OPP-0000137,ACME-EU-00035,886330.4911329106,2025-10-01,lost,2025-11-25
OPP-0000138,ACME-EU-00035,1321914.8115903519,2025-04-17,lost,
OPP-0000139,ACME-EU-00035,1467905.8339197587,2025-09-04,lost,
OPP-0000140,ACME-EU-00035,51397.87447783058,2025-07-10,lost,2025-08-03
OPP-0000141,ACME-EU-00036,1876864.1886774797,2025-12-14,lost,2025-12-29
OPP-0000142,ACME-EU-00036,370824.4761659842,2025-05-30,won,2025-06-20
OPP-0000143,ACME-EU-00036,505481.8467336004,2026-01-03,lost,2026-02-23
OPP-0000144,ACME-EU-00036,563773.2191030041,2025-09-21,won,
OPP-0000145,ACME-EU-00037,123749.26627646886,2026-01-24,won,
OPP-0000146,ACME-EU-00037,289951.6410011336,2026-01-07,won,
OPP-0000147,ACME-EU-00037,1973382.349741116,2025-10-27,won,2025-11-24
OPP-0000148,ACME-EU-00037,664672.6378857078,2025-05-30,lost,2025-07-18
OPP-0000149,ACME-EU-00038,274837.1261611462,2026-02-10,lost,
OPP-0000150,ACME-EU-00038,258632.9592905155,2025-11-22,lost,2025-12-06
OPP-0000151,ACME-EU-00038,1452946.9369564452,2026-01-25,lost,2026-03-02
OPP-0000152,ACME-EU-00038,1716408.8948636497,2025-05-28,lost,
OPP-0000153,ACME-EU-00039,551056.9840415162,2025-04-13,lost,2025-05-02
OPP-0000154,ACME-EU-00039,90773.5490537082,2025-11-02,won,2025-12-24
OPP-0000155,ACME-EU-00039,485025.53596844384,2025-07-22,lost,
OPP-0000156,ACME-EU-00039,160205.59705367679,2025-09-01,won,2025-10-26
OPP-0000157,ACME-EU-00040,251620.12642858096,2025-07-28,lost,2025-08-20
OPP-0000158,ACME-EU-00040,891440.8337029027,2025-05-31,won,2025-07-13
OPP-0000159,ACME-EU-00040,498340.82318018354,2025-11-09,lost,2026-01-06
OPP-0000160,ACME-EU-00040,1056094.4631245756,2025-11-14,won,2025-12-08
OPP-0000161,ACME-EU-00041,544312.8188515212,2025-07-20,lost,2025-08-27
OPP-0000162,ACME-EU-00041,1884047.7371507478,2025-06-24,won,2025-07-29
OPP-0000163,ACME-EU-00041,1816590.7374562158,2025-08-24,lost,
OPP-0000164,ACME-EU-00041,1155271.9047704088,2025-10-24,won,2025-11-29
OPP-0000165,ACME-EU-00042,741126.7843754031,2025-04-26,lost,
OPP-0000166,ACME-EU-00042,793236.4199677344,2025-09-26,won,2025-10-08
OPP-0000167,ACME-EU-00042,853111.952131769,2025-07-28,won,2025-08-09
OPP-0000168,ACME-EU-00042,1468779.6781631408,2025-05-07,won,2025-06-20
OPP-0000169,ACME-EU-00043,930696.0412617339,2025-07-19,lost,2025-09-01
OPP-0000170,ACME-EU-00043,1720623.3956865,2025-09-19,won,
OPP-0000171,ACME-EU-00043,1890984.832564211,2025-10-09,lost,2025-12-07
OPP-0000172,ACME-EU-00043,705094.999088921,2025-04-29,lost,2025-05-14
OPP-0000173,ACME-EU-00044,1143354.2386825762,2025-10-01,won,2025-10-24
OPP-0000174,ACME-EU-00044,235360.24682350064,2025-12-04,won,2026-01-08
OPP-0000175,ACME-EU-00044,440914.64314440003,2025-07-20,lost,2025-08-01
OPP-0000176,ACME-EU-00044,856258.2450848122,2025-09-11,won,2025-10-23
OPP-0000177,ACME-EU-00045,452095.2960084688,2025-11-17,lost,2026-01-07
OPP-0000178,ACME-EU-00045,1759292.9570379993,2025-04-26,lost,2025-05-18
OPP-0000179,ACME-EU-00045,358658.19931524125,2026-01-17,lost,2026-02-24
OPP-0000180,ACME-EU-00045,938538.6020285293,2025-06-15,lost,2025-07-03
OPP-0000181,ACME-EU-00046,1231113.5188967576,2025-05-19,won,2025-06-29
OPP-0000182,ACME-EU-00046,1399134.6209136466,2025-11-17,won,2025-12-18
OPP-0000183,ACME-EU-00046,796985.2709666882,2025-11-29,lost,
OPP-0000184,ACME-EU-00046,1744743.1840132207,2025-11-17,won,
OPP-0000185,ACME-EU-00047,1158222.3446019548,2025-12-19,lost,
OPP-0000186,ACME-EU-00047,907040.171872726,2025-09-04,lost,2025-10-05
OPP-0000187,ACME-EU-00047,181119.2364014714,2025-11-17,lost,
OPP-0000188,ACME-EU-00047,956144.4634680718,2026-03-08,lost,2026-04-20
OPP-0000189,ACME-EU-00048,1650434.889590674,2025-10-31,lost,
OPP-0000190,ACME-EU-00048,1248354.985531565,2025-08-02,won,2025-08-21
OPP-0000191,ACME-EU-00048,1672716.7847717807,2026-01-15,lost,2026-02-18
OPP-0000192,ACME-EU-00048,1013322.7576686459,2025-07-29,won,2025-08-19
OPP-0000193,ACME-EU-00049,281000.3249342396,2025-07-28,lost,2025-08-09
OPP-0000194,ACME-EU-00049,76597.69937996808,2025-11-04,lost,
OPP-0000195,ACME-EU-00049,641278.1161012528,2025-10-31,won,
OPP-0000196,ACME-EU-00049,1411081.4194206954,2026-01-16,lost,
OPP-0000197,ACME-EU-00050,1591006.812686303,2025-09-19,lost,2025-10-17
OPP-0000198,ACME-EU-00050,626718.0275096424,2025-08-04,lost,2025-09-15
OPP-0000199,ACME-EU-00050,1016525.1457223318,2025-10-01,lost,2025-11-26
OPP-0000200,ACME-EU-00050,871181.8636464592,2025-08-24,won,
OPP-0000201,ACME-EU-00051,850519.4294852844,2025-07-06,won,2025-08-10
OPP-0000202,ACME-EU-00051,501129.99074029346,2025-04-20,lost,
OPP-0000203,ACME-EU-00051,315923.65480744385,2025-08-19,lost,2025-09-10
OPP-0000204,ACME-EU-00051,433542.68855086557,2025-09-07,won,2025-09-23
OPP-0000205,ACME-EU-00052,157898.15496852488,2025-11-07,won,
OPP-0000206,ACME-EU-00052,436354.94655597524,2025-06-28,won,2025-08-10
OPP-0000207,ACME-EU-00052,67941.75036948994,2025-05-20,lost,2025-06-20
OPP-0000208,ACME-EU-00052,1273153.8812401576,2025-06-03,lost,2025-07-02
OPP-0000209,ACME-EU-00053,666932.0444059817,2025-04-19,won,
OPP-0000210,ACME-EU-00053,1947632.1872824717,2025-12-02,won,2026-01-23
OPP-0000211,ACME-EU-00053,427748.24901378085,2025-08-24,won,2025-09-25
OPP-0000212,ACME-EU-00053,724365.7121037081,2025-07-13,won,2025-09-08
OPP-0000213,ACME-EU-00054,747790.2593509897,2025-10-17,won,2025-11-09
OPP-0000214,ACME-EU-00054,66480.41732179806,2025-12-03,won,2026-01-11
OPP-0000215,ACME-EU-00054,1686455.508426945,2025-08-21,won,2025-09-22
OPP-0000216,ACME-EU-00054,112389.19728143321,2025-11-06,won,
OPP-0000217,ACME-EU-00055,1883350.6777220208,2025-09-04,lost,
OPP-0000218,ACME-EU-00055,1789544.9846325603,2025-04-18,won,2025-06-13
OPP-0000219,ACME-EU-00055,1094267.736367629,2025-06-24,lost,
OPP-0000220,ACME-EU-00055,1110011.3710770195,2025-10-13,lost,2025-11-10
OPP-0000221,ACME-EU-00056,1324866.9497645048,2025-07-01,won,2025-08-18
OPP-0000222,ACME-EU-00056,804747.5232730296,2025-10-14,won,2025-12-03
OPP-0000223,ACME-EU-00056,1312083.452625818,2025-10-13,lost,2025-11-27
OPP-0000224,ACME-EU-00056,137298.3579425494,2025-08-23,lost,2025-09-07
OPP-0000225,ACME-EU-00057,155392.8733319668,2025-05-06,lost,2025-06-07
OPP-0000226,ACME-EU-00057,941599.3182581115,2025-11-02,lost,
OPP-0000227,ACME-EU-00057,1121763.487156768,2026-01-30,lost,2026-02-18
OPP-0000228,ACME-EU-00057,1781244.398654847,2025-11-01,won,2025-12-15
OPP-0000229,ACME-EU-00058,254088.23612039772,2025-06-16,lost,2025-07-16
OPP-0000230,ACME-EU-00058,1654163.4580280841,2025-10-10,lost,2025-11-20
OPP-0000231,ACME-EU-00058,459592.3077195357,2025-05-16,lost,2025-06-24
OPP-0000232,ACME-EU-00058,818463.1145945621,2025-12-01,lost,2026-01-12
OPP-0000233,ACME-EU-00059,667374.7479134551,2025-06-20,lost,
OPP-0000234,ACME-EU-00059,830302.782087528,2025-07-01,lost,
OPP-0000235,ACME-EU-00059,343466.22124154185,2025-10-17,lost,2025-11-01
OPP-0000236,ACME-EU-00059,1031961.6450869321,2025-11-18,lost,2025-12-02
OPP-0000237,ACME-EU-00060,1613203.0501711662,2026-01-09,won,
OPP-0000238,ACME-EU-00060,910991.320238849,2026-03-08,lost,2026-04-01
OPP-0000239,ACME-EU-00060,1006696.4730014883,2025-05-10,lost,2025-07-01
OPP-0000240,ACME-EU-00060,1705096.7912985627,2025-06-29,lost,2025-08-02
OPP-0000241,ACME-EU-00061,1426813.32354416,2025-10-21,won,2025-11-12
OPP-0000242,ACME-EU-00061,1006386.0966135802,2026-02-01,won,
OPP-0000243,ACME-EU-00061,552506.5139689003,2025-10-01,lost,2025-10-16
OPP-0000244,ACME-EU-00061,1775607.156347685,2026-03-01,won,2026-04-16
OPP-0000245,ACME-EU-00062,1175189.7832965888,2025-07-20,lost,2025-07-31
OPP-0000246,ACME-EU-00062,481237.8397158521,2025-12-01,lost,2025-12-27
OPP-0000247,ACME-EU-00062,574783.5176441201,2025-10-14,won,
OPP-0000248,ACME-EU-00062,1616109.5234256794,2025-05-10,lost,2025-06-12
OPP-0000249,ACME-EU-00063,136083.84607053816,2025-08-14,won,2025-09-04
OPP-0000250,ACME-EU-00063,1984579.764706199,2025-10-30,lost,
OPP-0000251,ACME-EU-00063,304185.775443844,2025-10-09,lost,2025-12-01
OPP-0000252,ACME-EU-00063,1602333.624524028,2026-01-15,lost,2026-02-07
OPP-0000253,ACME-EU-00064,819811.8677047816,2025-11-10,lost,2025-11-26
OPP-0000254,ACME-EU-00064,1009821.5574105603,2025-09-30,won,2025-11-04
OPP-0000255,ACME-EU-00064,1767268.6260559268,2025-11-14,lost,2025-12-25
OPP-0000256,ACME-EU-00064,855176.8196989659,2025-12-25,lost,2026-02-01
OPP-0000257,ACME-EU-00065,1098112.8196628073,2025-11-17,lost,2026-01-11
OPP-0000258,ACME-EU-00065,146134.3416978814,2025-11-26,lost,
OPP-0000259,ACME-EU-00065,54577.57404153365,2025-06-29,lost,2025-08-16
OPP-0000260,ACME-EU-00065,527359.7523533655,2025-07-26,lost,2025-08-13
OPP-0000261,ACME-EU-00066,1377137.0311915963,2025-11-18,won,2025-12-11
OPP-0000262,ACME-EU-00066,286466.5420503166,2025-12-01,lost,
OPP-0000263,ACME-EU-00066,271835.81966887135,2025-10-08,lost,2025-11-03
OPP-0000264,ACME-EU-00066,851373.1856700114,2025-08-28,lost,
OPP-0000265,ACME-EU-00067,1313282.2252860416,2025-05-04,won,2025-07-01
OPP-0000266,ACME-EU-00067,1438540.3848834645,2025-09-28,lost,
OPP-0000267,ACME-EU-00067,397978.8144918308,2025-08-14,lost,2025-09-17
OPP-0000268,ACME-EU-00067,205196.88737548277,2025-09-22,lost,2025-10-31
OPP-0000269,ACME-EU-00068,1883774.2161938113,2025-09-30,lost,2025-11-23
OPP-0000270,ACME-EU-00068,558299.4459960985,2026-01-01,won,
OPP-0000271,ACME-EU-00068,1714025.6703370116,2025-05-25,lost,2025-07-02
OPP-0000272,ACME-EU-00068,1733808.3284024957,2025-06-06,won,2025-07-14
OPP-0000273,ACME-EU-00069,1556419.0539369616,2025-05-10,lost,2025-06-06
OPP-0000274,ACME-EU-00069,379225.53297251166,2025-10-26,lost,
OPP-0000275,ACME-EU-00069,1652512.8455456907,2025-08-27,lost,
OPP-0000276,ACME-EU-00069,1550038.5905210942,2025-11-02,lost,2025-12-12
OPP-0000277,ACME-EU-00070,1213609.8307071233,2026-02-05,won,2026-03-05
OPP-0000278,ACME-EU-00070,707543.9685794578,2025-09-15,won,2025-10-11
OPP-0000279,ACME-EU-00070,561891.7783197609,2026-02-16,won,
OPP-0000280,ACME-EU-00070,287683.9635567,2025-07-15,won,
OPP-0000281,ACME-EU-00071,1044026.2804566993,2025-10-03,lost,2025-10-18
OPP-0000282,ACME-EU-00071,1191258.7072442006,2026-01-31,lost,2026-02-21
OPP-0000283,ACME-EU-00071,750711.0315057851,2025-07-23,lost,
OPP-0000284,ACME-EU-00071,976950.1819776937,2026-01-18,won,
OPP-0000285,ACME-EU-00072,758853.1918700701,2025-06-19,lost,2025-08-05
OPP-0000286,ACME-EU-00072,1299961.8117753675,2025-05-31,lost,2025-06-12
OPP-0000287,ACME-EU-00072,1807455.4552032985,2026-02-11,lost,2026-04-08
OPP-0000288,ACME-EU-00072,369644.5109915425,2025-07-27,won,2025-09-09
OPP-0000289,ACME-EU-00073,793747.1793110907,2025-06-06,lost,2025-08-01
OPP-0000290,ACME-EU-00073,324693.7777041796,2025-05-28,lost,2025-07-09
OPP-0000291,ACME-EU-00073,1268640.3522952723,2025-12-03,won,2026-01-10
OPP-0000292,ACME-EU-00073,1471297.4935027617,2025-05-30,lost,2025-06-11
OPP-0000293,ACME-EU-00074,1867229.828565039,2025-04-27,won,2025-05-11
OPP-0000294,ACME-EU-00074,593800.2562088816,2025-05-10,lost,2025-06-02
OPP-0000295,ACME-EU-00074,1902911.851437589,2025-10-14,won,
OPP-0000296,ACME-EU-00074,173362.21005031586,2026-03-06,won,2026-04-20
OPP-0000297,ACME-EU-00075,1225877.033560947,2026-02-03,won,2026-03-12
OPP-0000298,ACME-EU-00075,161408.80271949345,2025-08-30,lost,2025-10-19
OPP-0000299,ACME-EU-00075,1792859.6661357924,2026-01-20,lost,
OPP-0000300,ACME-EU-00075,1083127.6612866055,2026-02-21,lost,
OPP-0000301,ACME-EU-00076,1355229.2839874523,2025-09-19,lost,2025-10-30
OPP-0000302,ACME-EU-00076,1671569.1555253824,2025-08-02,lost,
OPP-0000303,ACME-EU-00076,343105.71384373907,2025-10-03,won,2025-10-30
OPP-0000304,ACME-EU-00076,125253.545779361,2026-01-23,won,
OPP-0000305,ACME-EU-00077,1763818.2345300617,2026-03-04,lost,2026-04-24
OPP-0000306,ACME-EU-00077,664119.7935449183,2025-12-01,lost,2026-01-19
OPP-0000307,ACME-EU-00077,301508.8704579723,2025-07-20,lost,2025-08-11
OPP-0000308,ACME-EU-00077,963499.4123198187,2026-02-01,won,2026-02-12
OPP-0000309,ACME-EU-00078,1216696.8476072366,2025-06-03,lost,2025-07-07
OPP-0000310,ACME-EU-00078,110392.67667389475,2025-05-12,lost,
OPP-0000311,ACME-EU-00078,586046.533601321,2025-09-10,lost,
OPP-0000312,ACME-EU-00078,113959.75483994721,2025-12-05,lost,2026-01-03
OPP-0000313,ACME-EU-00079,869654.008931223,2025-12-01,lost,2025-12-17
OPP-0000314,ACME-EU-00079,1795445.0566791764,2025-09-03,lost,2025-09-23
OPP-0000315,ACME-EU-00079,1966172.20241246,2025-11-14,lost,2025-11-28
OPP-0000316,ACME-EU-00079,1292242.7293320736,2025-08-31,won,2025-10-08
OPP-0000317,ACME-EU-00080,365193.502879954,2025-06-30,lost,2025-07-27
OPP-0000318,ACME-EU-00080,1816406.3104986462,2025-09-30,won,
OPP-0000319,ACME-EU-00080,1056683.255240118,2025-06-27,lost,2025-07-14
OPP-0000320,ACME-EU-00080,349811.15860069025,2025-04-21,lost,2025-05-27
OPP-0000321,ACME-EU-00081,1847367.0054307396,2025-11-02,lost,2025-12-23
OPP-0000322,ACME-EU-00081,1527064.6489100507,2026-02-20,won,2026-03-03
OPP-0000323,ACME-EU-00081,1476825.2818101456,2025-06-02,lost,2025-07-16
OPP-0000324,ACME-EU-00081,1432902.3723990892,2025-07-30,lost,
OPP-0000325,ACME-EU-00082,440662.65113806253,2026-01-15,lost,2026-02-19
OPP-0000326,ACME-EU-00082,461463.0488296758,2026-01-11,won,2026-02-12
OPP-0000327,ACME-EU-00082,1392171.3469331472,2025-04-21,won,
OPP-0000328,ACME-EU-00082,478459.3627152739,2025-09-17,lost,2025-10-01
OPP-0000329,ACME-EU-00083,905409.8087659453,2025-06-03,lost,
OPP-0000330,ACME-EU-00083,1574903.5599081856,2025-11-16,lost,2025-12-11
OPP-0000331,ACME-EU-00083,1578707.4102907898,2025-05-26,lost,2025-07-16
OPP-0000332,ACME-EU-00083,933860.4564254263,2025-10-10,won,
OPP-0000333,ACME-EU-00084,1594770.379636728,2025-11-03,lost,
OPP-0000334,ACME-EU-00084,1685312.5025862106,2025-10-06,lost,2025-10-26
OPP-0000335,ACME-EU-00084,1326812.7150043075,2025-06-10,lost,2025-07-08
OPP-0000336,ACME-EU-00084,495430.41200141935,2025-11-26,lost,
OPP-0000337,ACME-EU-00085,584322.9717518176,2025-05-15,won,2025-06-09
OPP-0000338,ACME-EU-00085,663940.2530470339,2025-07-07,lost,2025-08-17
